"Time","Fridge freezer (Kitchen, 195l/152l)","Halogen lamp 1 (0,5kW)","Microwave oven (1,1kW)","Power supply for fuel boiler ()","Site consumption ()","Total site light consumption ()","TV (67cm)","Washing machine ()"
"1998-04-23 17:50:00.0","3","0","0","8","24","0","0","0"
"1998-04-23 18:00:00.0","0","0","0","8","23","0","0","0"
"1998-04-23 18:10:00.0","18","0","0","17","52","4","0","0"
"1998-04-23 18:20:00.0","12","0","0","8","32","0","0","0"
"1998-04-23 18:30:00.0","0","0","0","8","23","1","0","0"
"1998-04-23 18:40:00.0","0","0","0","8","27","3","0","0"
"1998-04-23 18:50:00.0","21","0","0","18","60","10","0","0"
"1998-04-23 19:00:00.0","9","0","0","12","43","10","0","0"
"1998-04-23 19:10:00.0","0","0","0","13","37","9","0","0"
"1998-04-23 19:20:00.0","9","0","0","16","48","10","0","0"
"1998-04-23 19:30:00.0","16","0","0","8","44","8","0","0"
"1998-04-23 19:40:00.0","6","0","0","16","36","1","0","0"
"1998-04-23 19:50:00.0","6","0","0","8","28","0","0","0"
"1998-04-23 20:00:00.0","5","0","0","8","27","0","0","0"
"1998-04-23 20:10:00.0","15","8","0","16","51","0","0","0"
"1998-04-23 20:20:00.0","13","47","0","8","78","0","0","0"
"1998-04-23 20:30:00.0","0","46","4","16","88","6","0","0"
"1998-04-23 20:40:00.0","8","46","1","7","79","1","0","0"
"1998-04-23 20:50:00.0","22","44","0","8","118","19","14","0"
"1998-04-23 21:00:00.0","0","45","0","8","108","26","15","0"
"1998-04-23 21:10:00.0","2","27","0","16","93","19","14","0"
"1998-04-23 21:20:00.0","15","15","0","7","63","0","13","0"
"1998-04-23 21:30:00.0","13","16","0","8","61","0","13","0"
"1998-04-23 21:40:00.0","0","16","0","7","52","1","14","0"
"1998-04-23 21:50:00.0","6","17","0","16","85","20","13","0"
"1998-04-23 22:00:00.0","12","19","0","8","64","0","13","0"
"1998-04-23 22:10:00.0","12","18","0","8","80","16","15","0"
"1998-04-23 22:20:00.0","7","19","0","8","64","4","14","0"
"1998-04-23 22:30:00.0","0","19","0","17","62","0","13","0"
"1998-04-23 22:40:00.0","14","18","0","7","68","1","14","0"
"1998-04-23 22:50:00.0","15","18","0","8","69","2","15","0"
"1998-04-23 23:00:00.0","0","9","0","8","39","0","7","0"
"1998-04-23 23:10:00.0","1","0","0","12","27","0","0","0"
"1998-04-23 23:20:00.0","16","0","0","13","42","0","0","0"
"1998-04-23 23:30:00.0","13","0","0","8","33","0","0","0"
"1998-04-23 23:40:00.0","0","0","0","8","23","0","0","0"
"1998-04-23 23:50:00.0","6","0","0","8","29","0","0","0"
"1998-04-24 00:00:00.0","21","0","0","17","50","0","0","0"
"1998-04-24 00:10:00.0","1","0","0","8","24","0","0","0"
"1998-04-24 00:20:00.0","0","0","0","8","23","0","0","0"
"1998-04-24 00:30:00.0","11","0","0","8","32","0","0","0"
"1998-04-24 00:40:00.0","18","0","0","15","46","0","0","0"
"1998-04-24 00:50:00.0","0","0","0","9","24","0","0","0"
"1998-04-24 01:00:00.0","0","0","0","8","23","0","0","0"
"1998-04-24 01:10:00.0","15","0","0","8","36","0","0","0"
"1998-04-24 01:20:00.0","14","0","0","8","35","0","0","0"
"1998-04-24 01:30:00.0","0","0","0","17","31","0","0","0"
"1998-04-24 01:40:00.0","0","0","0","8","24","0","0","0"
"1998-04-24 01:50:00.0","21","0","0","8","41","0","0","0"
"1998-04-24 02:00:00.0","8","0","0","8","29","0","0","0"
"1998-04-24 02:10:00.0","0","0","0","15","30","0","0","0"
"1998-04-24 02:20:00.0","4","0","0","10","28","0","0","0"
"1998-04-24 02:30:00.0","22","0","0","7","42","0","0","0"
"1998-04-24 02:40:00.0","2","0","0","8","24","0","0","0"
"1998-04-24 02:50:00.0","0","0","0","8","22","0","0","0"
"1998-04-24 03:00:00.0","8","0","0","17","39","0","0","0"
"1998-04-24 03:10:00.0","21","0","0","8","41","0","0","0"
"1998-04-24 03:20:00.0","0","0","0","7","22","0","0","0"
"1998-04-24 03:30:00.0","0","0","0","8","23","0","0","0"
"1998-04-24 03:40:00.0","11","0","0","10","35","0","0","0"
"1998-04-24 03:50:00.0","18","0","0","15","45","0","0","0"
"1998-04-24 04:00:00.0","0","0","0","8","22","0","0","0"
"1998-04-24 04:10:00.0","0","0","0","8","23","0","0","0"
"1998-04-24 04:20:00.0","14","0","0","8","35","0","0","0"
"1998-04-24 04:30:00.0","14","0","0","17","44","0","0","0"
"1998-04-24 04:40:00.0","0","0","0","7","22","0","0","0"
"1998-04-24 04:50:00.0","1","0","0","8","23","0","0","0"
"1998-04-24 05:00:00.0","16","0","0","8","37","0","0","0"
"1998-04-24 05:10:00.0","11","0","0","8","32","0","0","0"
"1998-04-24 05:20:00.0","0","0","0","16","50","20","0","0"
"1998-04-24 05:30:00.0","4","0","0","8","25","0","0","0"
"1998-04-24 05:40:00.0","16","0","0","8","36","0","0","0"
"1998-04-24 05:50:00.0","9","0","0","7","30","0","0","0"
"1998-04-24 06:00:00.0","0","0","0","13","26","0","0","0"
"1998-04-24 06:10:00.0","6","0","0","12","32","0","0","0"
"1998-04-24 06:20:00.0","15","0","0","8","35","0","0","0"
"1998-04-24 06:30:00.0","6","0","0","8","28","0","0","0"
"1998-04-24 06:40:00.0","0","0","0","8","22","0","0","0"
"1998-04-24 06:50:00.0","10","0","0","17","39","0","0","0"
"1998-04-24 07:00:00.0","12","0","0","8","33","0","0","0"
"1998-04-24 07:10:00.0","4","0","0","8","25","0","0","0"
"1998-04-24 07:20:00.0","2","0","63","7","150","2","6","0"
"1998-04-24 07:30:00.0","11","0","0","8","82","3","17","0"
"1998-04-24 07:40:00.0","10","0","0","16","57","9","6","0"
"1998-04-24 07:50:00.0","6","0","0","8","44","5","9","0"
"1998-04-24 08:00:00.0","6","0","0","16","51","0","16","0"
"1998-04-24 08:10:00.0","15","0","0","7","35","0","1","0"
"1998-04-24 08:20:00.0","9","0","0","8","29","0","0","0"
"1998-04-24 08:30:00.0","6","0","0","12","32","0","0","0"
"1998-04-24 08:40:00.0","0","0","0","11","24","0","0","0"
"1998-04-24 08:50:00.0","9","0","0","7","30","0","0","0"
"1998-04-24 09:00:00.0","15","0","0","8","34","0","0","0"
"1998-04-24 09:10:00.0","10","0","0","16","38","0","0","0"
"1998-04-24 09:20:00.0","0","0","0","8","21","0","0","0"
"1998-04-24 09:30:00.0","0","0","0","7","21","0","0","0"
"1998-04-24 09:40:00.0","16","0","0","8","36","0","0","0"
"1998-04-24 09:50:00.0","18","0","0","16","46","0","0","0"
"1998-04-24 10:00:00.0","0","0","0","8","21","0","0","0"
"1998-04-24 10:10:00.0","0","0","0","8","21","0","0","0"
"1998-04-24 10:20:00.0","10","0","0","7","31","0","0","0"
"1998-04-24 10:30:00.0","19","0","0","12","41","0","0","0"
"1998-04-24 10:40:00.0","6","0","0","12","32","0","0","0"
"1998-04-24 10:50:00.0","0","0","0","8","21","0","0","0"
"1998-04-24 11:00:00.0","5","0","0","8","27","0","0","0"
"1998-04-24 11:10:00.0","14","0","0","7","33","0","0","0"
"1998-04-24 11:20:00.0","14","0","0","17","42","0","0","0"
"1998-04-24 11:30:00.0","2","0","0","8","23","0","0","0"
"1998-04-24 11:40:00.0","6","0","0","7","27","0","0","0"
"1998-04-24 11:50:00.0","1","0","0","8","24","0","0","0"
"1998-04-24 12:00:00.0","16","0","0","17","44","0","0","0"
"1998-04-24 12:10:00.0","12","0","63","8","96","0","0","0"
"1998-04-24 12:20:00.0","6","0","45","8","73","0","0","0"
"1998-04-24 12:30:00.0","0","0","0","7","22","0","0","0"
"1998-04-24 12:40:00.0","9","0","0","8","33","0","2","0"
"1998-04-24 12:50:00.0","24","0","0","16","71","3","16","0"
"1998-04-24 13:00:00.0","5","0","0","8","44","0","18","0"
"1998-04-24 13:10:00.0","0","0","0","7","39","0","17","0"
"1998-04-24 13:20:00.0","8","0","0","8","47","0","17","0"
"1998-04-24 13:30:00.0","16","0","0","9","55","0","17","0"
"1998-04-24 13:40:00.0","13","0","0","16","53","0","12","0"
"1998-04-24 13:50:00.0","8","0","0","13","33","0","0","0"
"1998-04-24 14:00:00.0","0","0","0","10","24","0","0","0"
"1998-04-24 14:10:00.0","6","0","0","8","28","0","0","0"
"1998-04-24 14:20:00.0","22","0","0","7","40","0","0","0"
"1998-04-24 14:30:00.0","9","0","0","8","29","0","0","0"
"1998-04-24 14:40:00.0","0","0","0","16","30","0","0","0"
"1998-04-24 14:50:00.0","1","0","0","8","23","0","0","0"
"1998-04-24 15:00:00.0","18","0","0","8","37","0","0","0"
"1998-04-24 15:10:00.0","14","0","0","8","35","0","0","0"
"1998-04-24 15:20:00.0","4","0","0","16","32","0","0","0"
"1998-04-24 15:30:00.0","6","0","0","8","28","0","0","0"
"1998-04-24 15:40:00.0","0","0","0","7","22","0","0","0"
"1998-04-24 15:50:00.0","17","0","0","8","36","0","0","0"
"1998-04-24 16:00:00.0","18","0","0","8","38","0","0","0"
"1998-04-24 16:10:00.0","3","0","0","17","32","0","0","0"
"1998-04-24 16:20:00.0","0","0","0","7","22","0","0","0"
"1998-04-24 16:30:00.0","6","0","0","8","28","0","0","0"
"1998-04-24 16:40:00.0","22","0","0","8","40","0","0","0"
"1998-04-24 16:50:00.0","9","0","29","14","65","0","0","0"
"1998-04-24 17:00:00.0","0","0","26","10","52","0","0","0"
"1998-04-24 17:10:00.0","7","0","0","8","40","0","0","0"
"1998-04-24 17:20:00.0","11","0","0","7","46","0","0","0"
"1998-04-24 17:30:00.0","15","0","0","8","54","0","0","0"
"1998-04-24 17:40:00.0","11","0","0","17","59","0","0","0"
"1998-04-24 17:50:00.0","0","0","0","8","49","8","0","0"
"1998-04-24 18:00:00.0","0","0","0","8","50","9","0","0"
"1998-04-24 18:10:00.0","20","0","0","7","58","1","0","0"
"1998-04-24 18:20:00.0","18","0","0","16","63","0","0","0"
"1998-04-24 18:30:00.0","0","0","0","8","41","0","0","0"
"1998-04-24 18:40:00.0","0","0","0","8","40","0","0","0"
"1998-04-24 18:50:00.0","12","0","0","8","50","0","0","0"
"1998-04-24 19:00:00.0","15","0","0","7","56","1","9","0"
"1998-04-24 19:10:00.0","11","0","0","17","68","0","16","0"
"1998-04-24 19:20:00.0","8","0","0","8","36","0","5","0"
"1998-04-24 19:30:00.0","0","0","0","8","22","0","0","0"
"1998-04-24 19:40:00.0","13","0","0","8","34","0","0","0"
"1998-04-24 19:50:00.0","20","0","0","7","39","0","0","0"
"1998-04-24 20:00:00.0","8","0","0","17","37","0","0","0"
"1998-04-24 20:10:00.0","2","1","0","8","26","0","0","0"
"1998-04-24 20:20:00.0","4","35","0","8","71","10","0","0"
"1998-04-24 20:30:00.0","15","33","0","7","84","6","8","0"
"1998-04-24 20:40:00.0","16","33","0","9","85","0","17","0"
"1998-04-24 20:50:00.0","7","33","0","14","80","0","13","0"
"1998-04-24 21:00:00.0","0","34","0","8","70","0","14","0"
"1998-04-24 21:10:00.0","4","35","0","8","94","21","14","0"
"1998-04-24 21:20:00.0","22","29","0","7","83","0","14","0"
"1998-04-24 21:30:00.0","13","0","0","8","49","0","15","0"
"1998-04-24 21:40:00.0","0","0","0","17","45","0","14","0"
"1998-04-24 21:50:00.0","7","0","0","8","42","0","13","0"
"1998-04-24 22:00:00.0","7","0","0","8","43","0","13","0"
"1998-04-24 22:10:00.0","15","4","0","7","55","1","13","0"
"1998-04-24 22:20:00.0","17","0","0","8","52","0","14","0"
"1998-04-24 22:30:00.0","0","0","0","16","46","0","14","0"
"1998-04-24 22:40:00.0","0","0","0","7","30","0","6","0"
"1998-04-24 22:50:00.0","17","0","0","8","42","0","0","0"
"1998-04-24 23:00:00.0","15","0","0","8","38","0","0","0"
"1998-04-24 23:10:00.0","8","0","0","8","32","0","0","0"
"1998-04-24 23:20:00.0","5","0","0","17","40","0","0","0"
"1998-04-24 23:30:00.0","1","0","0","7","27","0","0","0"
"1998-04-24 23:40:00.0","14","0","0","8","39","0","0","0"
"1998-04-24 23:50:00.0","18","0","0","8","41","0","0","0"
"1998-04-25 00:00:00.0","7","0","0","8","32","0","0","0"
"1998-04-25 00:10:00.0","0","0","0","15","33","0","0","0"
"1998-04-25 00:20:00.0","0","0","0","10","29","0","0","0"
"1998-04-25 00:30:00.0","23","0","0","8","65","20","0","0"
"1998-04-25 00:40:00.0","15","0","0","7","38","0","0","0"
"1998-04-25 00:50:00.0","0","0","0","8","26","0","0","0"
"1998-04-25 01:00:00.0","6","0","0","13","36","0","0","0"
"1998-04-25 01:10:00.0","4","0","0","12","35","0","0","0"
"1998-04-25 01:20:00.0","16","0","0","8","37","0","0","0"
"1998-04-25 01:30:00.0","15","0","0","8","37","0","0","0"
"1998-04-25 01:40:00.0","4","0","0","7","27","0","0","0"
"1998-04-25 01:50:00.0","0","0","0","11","27","0","0","0"
"1998-04-25 02:00:00.0","7","0","0","14","35","0","0","0"
"1998-04-25 02:10:00.0","22","0","0","7","43","0","0","0"
"1998-04-25 02:20:00.0","9","0","0","8","31","0","0","0"
"1998-04-25 02:30:00.0","0","0","0","8","23","0","0","0"
"1998-04-25 02:40:00.0","5","0","0","11","32","0","0","0"
"1998-04-25 02:50:00.0","14","0","0","13","42","0","0","0"
"1998-04-25 03:00:00.0","15","0","0","8","36","0","0","0"
"1998-04-25 03:10:00.0","2","0","0","8","26","0","0","0"
"1998-04-25 03:20:00.0","7","0","0","8","30","0","0","0"
"1998-04-25 03:30:00.0","0","0","0","11","28","0","0","0"
"1998-04-25 03:40:00.0","16","0","0","13","43","0","0","0"
"1998-04-25 03:50:00.0","20","0","0","8","41","0","0","0"
"1998-04-25 04:00:00.0","0","0","0","8","24","0","0","0"
"1998-04-25 04:10:00.0","0","0","0","7","23","0","0","0"
"1998-04-25 04:20:00.0","6","0","0","12","34","0","0","0"
"1998-04-25 04:30:00.0","22","0","0","13","48","0","0","0"
"1998-04-25 04:40:00.0","9","0","0","8","31","0","0","0"
"1998-04-25 04:50:00.0","0","0","0","8","24","0","0","0"
"1998-04-25 05:00:00.0","6","0","0","8","29","0","0","0"
"1998-04-25 05:10:00.0","11","0","0","13","40","0","0","0"
"1998-04-25 05:20:00.0","15","0","0","11","39","0","0","0"
"1998-04-25 05:30:00.0","5","0","0","8","28","0","0","0"
"1998-04-25 05:40:00.0","6","0","0","8","30","0","0","0"
"1998-04-25 05:50:00.0","0","0","0","8","24","0","0","0"
"1998-04-25 06:00:00.0","14","0","0","16","45","0","0","0"
"1998-04-25 06:10:00.0","20","0","0","8","42","0","0","0"
"1998-04-25 06:20:00.0","3","0","0","8","26","0","0","0"
"1998-04-25 06:30:00.0","0","0","0","8","24","0","0","0"
"1998-04-25 06:40:00.0","4","0","0","8","28","0","0","0"
"1998-04-25 06:50:00.0","22","0","0","17","52","0","0","0"
"1998-04-25 07:00:00.0","10","0","0","8","32","0","0","0"
"1998-04-25 07:10:00.0","0","0","0","8","24","0","0","0"
"1998-04-25 07:20:00.0","3","0","0","8","27","0","0","0"
"1998-04-25 07:30:00.0","11","0","0","7","34","0","0","0"
"1998-04-25 07:40:00.0","15","0","5","17","49","0","0","0"
"1998-04-25 07:50:00.0","7","0","54","7","85","0","0","0"
"1998-04-25 08:00:00.0","6","0","0","8","36","5","0","0"
"1998-04-25 08:10:00.0","0","0","0","8","25","2","0","0"
"1998-04-25 08:20:00.0","11","0","0","7","34","0","0","0"
"1998-04-25 08:30:00.0","17","0","0","8","38","0","0","0"
"1998-04-25 08:40:00.0","8","0","0","17","39","0","0","0"
"1998-04-25 08:50:00.0","0","0","0","8","23","0","0","0"
"1998-04-25 09:00:00.0","1","0","0","8","26","0","0","0"
"1998-04-25 09:10:00.0","22","0","0","8","44","0","0","0"
"1998-04-25 09:20:00.0","12","0","0","7","34","0","0","0"
"1998-04-25 09:30:00.0","0","0","0","8","39","2","0","0"
"1998-04-25 09:40:00.0","0","0","0","9","68","0","0","0"
"1998-04-25 09:50:00.0","15","0","0","16","46","0","0","0"
"1998-04-25 10:00:00.0","15","0","0","8","42","5","0","0"
"1998-04-25 10:10:00.0","4","0","0","8","28","0","0","0"
"1998-04-25 10:20:00.0","6","0","0","16","38","0","0","0"
"1998-04-25 10:30:00.0","0","0","0","8","24","0","0","0"
"1998-04-25 10:40:00.0","14","0","0","8","37","0","0","0"
"1998-04-25 10:50:00.0","16","0","0","8","38","0","0","0"
"1998-04-25 11:00:00.0","5","0","0","8","29","0","0","0"
"1998-04-25 11:10:00.0","0","0","0","8","23","0","0","0"
"1998-04-25 11:20:00.0","5","0","0","16","36","0","0","0"
"1998-04-25 11:30:00.0","23","0","0","8","43","0","0","0"
"1998-04-25 11:40:00.0","9","0","0","7","36","5","0","0"
"1998-04-25 11:50:00.0","0","0","0","16","37","6","0","0"
"1998-04-25 12:00:00.0","7","0","0","7","33","4","0","0"
"1998-04-25 12:10:00.0","14","0","30","8","69","0","0","0"
"1998-04-25 12:20:00.0","13","0","0","8","37","0","0","0"
"1998-04-25 12:30:00.0","7","0","0","16","59","21","0","0"
"1998-04-25 12:40:00.0","1","0","0","7","53","29","0","0"
"1998-04-25 12:50:00.0","15","0","0","8","66","31","0","0"
"1998-04-25 13:00:00.0","19","0","0","7","118","29","0","0"
"1998-04-25 13:10:00.0","3","0","0","8","66","29","0","0"
"1998-04-25 13:20:00.0","0","0","0","8","54","30","0","0"
"1998-04-25 13:30:00.0","23","0","0","10","76","30","0","0"
"1998-04-25 13:40:00.0","13","0","0","14","69","29","0","0"
"1998-04-25 13:50:00.0","0","0","0","7","52","29","0","0"
"1998-04-25 14:00:00.0","8","0","0","8","48","17","0","0"
"1998-04-25 14:10:00.0","16","0","0","7","37","0","0","0"
"1998-04-25 14:20:00.0","15","0","0","8","35","0","0","0"
"1998-04-25 14:30:00.0","11","0","0","7","33","0","0","0"
"1998-04-25 14:40:00.0","0","0","0","8","23","0","0","0"
"1998-04-25 14:50:00.0","7","0","0","17","39","0","0","0"
"1998-04-25 15:00:00.0","23","0","0","7","44","0","0","0"
"1998-04-25 15:10:00.0","13","0","0","8","34","0","0","0"
"1998-04-25 15:20:00.0","0","0","0","8","24","0","0","0"
"1998-04-25 15:30:00.0","7","0","0","7","30","0","0","0"
"1998-04-25 15:40:00.0","10","0","0","8","33","0","0","0"
"1998-04-25 15:50:00.0","15","0","0","8","37","0","0","0"
"1998-04-25 16:00:00.0","18","0","0","17","47","0","0","0"
"1998-04-25 16:10:00.0","0","0","0","7","24","0","0","0"
"1998-04-25 16:20:00.0","0","0","0","8","23","0","0","0"
"1998-04-25 16:30:00.0","21","0","0","8","43","0","0","0"
"1998-04-25 16:40:00.0","15","0","0","8","36","0","0","0"
"1998-04-25 16:50:00.0","7","0","0","8","30","0","0","0"
"1998-04-25 17:00:00.0","6","0","0","8","31","0","0","0"
"1998-04-25 17:10:00.0","0","0","0","7","23","0","0","0"
"1998-04-25 17:20:00.0","15","0","0","17","46","0","0","0"
"1998-04-25 17:30:00.0","23","0","0","8","43","0","0","0"
"1998-04-25 17:40:00.0","4","0","0","7","27","0","0","0"
"1998-04-25 17:50:00.0","0","0","0","8","23","0","0","0"
"1998-04-25 18:00:00.0","9","0","0","8","33","0","0","0"
"1998-04-25 18:10:00.0","16","0","0","12","41","0","0","0"
"1998-04-25 18:20:00.0","14","0","0","12","40","0","0","0"
"1998-04-25 18:30:00.0","8","0","0","8","38","9","0","0"
"1998-04-25 18:40:00.0","0","0","0","15","37","5","0","0"
"1998-04-25 18:50:00.0","6","0","0","12","33","0","0","0"
"1998-04-25 19:00:00.0","22","0","0","12","47","0","0","0"
"1998-04-25 19:10:00.0","12","0","0","8","48","0","0","0"
"1998-04-25 19:20:00.0","0","0","0","15","368","0","0","0"
"1998-04-25 19:30:00.0","7","0","0","7","364","3","0","0"
"1998-04-25 19:40:00.0","8","0","0","10","375","3","0","0"
"1998-04-25 19:50:00.0","15","0","0","13","395","1","0","0"
"1998-04-25 20:00:00.0","17","0","0","7","391","3","0","0"
"1998-04-25 20:10:00.0","0","0","0","8","380","2","0","0"
"1998-04-25 20:20:00.0","1","0","0","8","333","3","0","0"
"1998-04-25 20:30:00.0","18","0","0","8","59","2","0","0"
"1998-04-25 20:40:00.0","15","0","0","15","61","2","0","0"
"1998-04-25 20:50:00.0","9","0","0","8","77","29","0","0"
"1998-04-25 21:00:00.0","6","0","0","8","56","5","6","0"
"1998-04-25 21:10:00.0","0","0","0","8","62","10","13","0"
"1998-04-25 21:20:00.0","15","0","0","8","78","11","14","0"
"1998-04-25 21:30:00.0","21","0","0","8","71","0","14","0"
"1998-04-25 21:40:00.0","5","0","0","8","57","0","14","0"
"1998-04-25 21:50:00.0","0","0","0","16","85","24","13","0"
"1998-04-25 22:00:00.0","7","0","0","7","61","0","15","0"
"1998-04-25 22:10:00.0","16","0","0","8","67","0","14","0"
"1998-04-25 22:20:00.0","17","0","0","8","68","0","14","0"
"1998-04-25 22:30:00.0","10","0","0","8","63","0","16","0"
"1998-04-25 22:40:00.0","0","0","0","8","54","0","14","0"
"1998-04-25 22:50:00.0","4","0","0","16","66","0","15","0"
"1998-04-25 23:00:00.0","23","0","0","8","74","0","15","0"
"1998-04-25 23:10:00.0","11","0","0","7","40","2","2","0"
"1998-04-25 23:20:00.0","0","0","0","8","26","0","0","0"
"1998-04-25 23:30:00.0","7","0","0","8","33","0","0","0"
"1998-04-25 23:40:00.0","8","0","0","8","34","0","0","0"
"1998-04-25 23:50:00.0","15","0","0","8","39","0","0","0"
"1998-04-26 00:00:00.0","16","0","0","17","55","6","0","0"
"1998-04-26 00:10:00.0","0","0","0","8","40","14","0","0"
"1998-04-26 00:20:00.0","0","0","0","8","26","0","0","0"
"1998-04-26 00:30:00.0","17","0","0","8","41","0","0","0"
"1998-04-26 00:40:00.0","16","0","0","8","39","0","0","0"
"1998-04-26 00:50:00.0","6","0","0","8","31","0","0","0"
"1998-04-26 01:00:00.0","3","0","0","8","29","0","0","0"
"1998-04-26 01:10:00.0","3","0","0","16","38","0","0","0"
"1998-04-26 01:20:00.0","13","0","0","8","38","0","0","0"
"1998-04-26 01:30:00.0","15","0","0","8","39","0","0","0"
"1998-04-26 01:40:00.0","11","0","0","8","35","0","0","0"
"1998-04-26 01:50:00.0","0","0","0","8","26","0","0","0"
"1998-04-26 02:00:00.0","0","0","0","8","26","0","0","0"
"1998-04-26 02:10:00.0","23","0","0","8","44","0","0","0"
"1998-04-26 02:20:00.0","14","0","0","16","44","0","0","0"
"1998-04-26 02:30:00.0","0","0","0","8","24","0","0","0"
"1998-04-26 02:40:00.0","2","0","0","8","26","0","0","0"
"1998-04-26 02:50:00.0","10","0","0","8","32","0","0","0"
"1998-04-26 03:00:00.0","15","0","0","7","37","0","0","0"
"1998-04-26 03:10:00.0","11","0","0","8","33","0","0","0"
"1998-04-26 03:20:00.0","6","0","0","8","30","0","0","0"
"1998-04-26 03:30:00.0","0","0","0","17","53","20","0","0"
"1998-04-26 03:40:00.0","8","0","0","8","31","0","0","0"
"1998-04-26 03:50:00.0","19","0","0","8","41","0","0","0"
"1998-04-26 04:00:00.0","11","0","0","8","33","0","0","0"
"1998-04-26 04:10:00.0","0","0","0","7","24","0","0","0"
"1998-04-26 04:20:00.0","0","0","0","8","24","0","0","0"
"1998-04-26 04:30:00.0","18","0","0","8","40","0","0","0"
"1998-04-26 04:40:00.0","15","0","0","15","43","0","0","0"
