"Time","Fridge freezer (Kitchen, 195l/152l)","Halogen lamp 1 (0,5kW)","Microwave oven (1,1kW)","Power supply for fuel boiler ()","Site consumption ()","Total site light consumption ()","TV (67cm)","Washing machine ()"
"1998-10-21 03:40:00.0","0","0","0","8","22","0","0","0"
"1998-10-21 03:50:00.0","0","0","0","8","23","0","0","0"
"1998-10-21 04:00:00.0","24","0","0","14","49","0","0","0"
"1998-10-21 04:10:00.0","16","0","0","11","39","0","0","0"
"1998-10-21 04:20:00.0","15","0","0","8","35","0","0","0"
"1998-10-21 04:30:00.0","11","0","0","9","31","0","0","0"
"1998-10-21 04:40:00.0","6","0","0","8","28","0","0","0"
"1998-10-21 04:50:00.0","0","0","0","17","30","0","0","0"
"1998-10-21 05:00:00.0","0","0","0","8","22","0","0","0"
"1998-10-21 05:10:00.0","6","0","0","8","28","0","0","0"
"1998-10-21 05:20:00.0","0","0","0","8","22","0","0","0"
"1998-10-21 05:30:00.0","0","0","0","17","32","0","0","0"
"1998-10-21 05:40:00.0","18","0","0","8","37","0","0","0"
"1998-10-21 05:50:00.0","22","0","0","9","42","0","0","0"
"1998-10-21 06:00:00.0","16","0","0","8","56","20","0","0"
"1998-10-21 06:10:00.0","7","0","0","17","37","0","0","0"
"1998-10-21 06:20:00.0","4","0","0","8","26","0","0","0"
"1998-10-21 06:30:00.0","2","0","0","8","24","0","0","0"
"1998-10-21 06:40:00.0","0","0","0","8","21","0","0","0"
"1998-10-21 06:50:00.0","0","0","0","17","30","0","0","0"
"1998-10-21 07:00:00.0","6","0","0","8","27","0","0","0"
"1998-10-21 07:10:00.0","0","0","0","8","23","0","0","0"
"1998-10-21 07:20:00.0","17","0","26","8","81","3","0","0"
"1998-10-21 07:30:00.0","16","0","0","16","124","8","3","0"
"1998-10-21 07:40:00.0","22","0","0","8","108","16","16","0"
"1998-10-21 07:50:00.0","5","0","0","7","56","2","15","0"
"1998-10-21 08:00:00.0","0","0","0","8","45","0","17","0"
"1998-10-21 08:10:00.0","4","0","0","17","63","0","17","0"
"1998-10-21 08:20:00.0","1","0","49","7","95","0","16","0"
"1998-10-21 08:30:00.0","0","0","0","8","41","2","16","0"
"1998-10-21 08:40:00.0","0","0","0","8","48","10","16","0"
"1998-10-21 08:50:00.0","15","0","0","16","117","1","15","0"
"1998-10-21 09:00:00.0","16","0","0","8","52","0","15","0"
"1998-10-21 09:10:00.0","16","0","0","8","53","0","17","0"
"1998-10-21 09:20:00.0","15","0","0","8","57","0","16","0"
"1998-10-21 09:30:00.0","7","0","0","16","64","0","16","0"
"1998-10-21 09:40:00.0","0","0","0","8","42","0","9","0"
"1998-10-21 09:50:00.0","0","0","0","8","24","0","0","0"
"1998-10-21 10:00:00.0","6","0","0","8","28","0","0","0"
"1998-10-21 10:10:00.0","0","0","0","16","36","5","0","0"
"1998-10-21 10:20:00.0","0","0","0","8","22","0","0","0"
"1998-10-21 10:30:00.0","11","0","0","8","36","4","0","0"
"1998-10-21 10:40:00.0","24","0","0","8","50","8","0","0"
"1998-10-21 10:50:00.0","15","0","0","16","75","32","0","0"
"1998-10-21 11:00:00.0","12","0","0","8","51","18","0","0"
"1998-10-21 11:10:00.0","3","0","0","8","36","11","0","0"
"1998-10-21 11:20:00.0","3","0","0","16","32","0","0","0"
"1998-10-21 11:30:00.0","0","0","0","8","24","3","0","0"
"1998-10-21 11:40:00.0","0","0","0","8","21","0","0","0"
"1998-10-21 11:50:00.0","7","0","0","8","28","0","0","0"
"1998-10-21 12:00:00.0","0","0","0","8","22","0","0","0"
"1998-10-21 12:10:00.0","17","0","56","8","95","0","0","0"
"1998-10-21 12:20:00.0","24","0","0","8","44","2","0","0"
"1998-10-21 12:30:00.0","15","0","16","7","52","0","0","0"
"1998-10-21 12:40:00.0","17","0","0","8","37","0","0","0"
"1998-10-21 12:50:00.0","6","0","0","8","32","0","0","0"
"1998-10-21 13:00:00.0","0","0","0","16","42","10","0","0"
"1998-10-21 13:10:00.0","1","0","0","7","27","4","0","0"
"1998-10-21 13:20:00.0","5","0","0","8","26","0","0","0"
"1998-10-21 13:30:00.0","0","0","0","8","20","0","0","0"
"1998-10-21 13:40:00.0","3","0","0","15","32","0","0","0"
"1998-10-21 13:50:00.0","24","0","0","7","42","0","0","0"
"1998-10-21 14:00:00.0","16","0","0","8","35","0","0","0"
"1998-10-21 14:10:00.0","15","0","0","8","33","0","0","0"
"1998-10-21 14:20:00.0","19","0","0","7","38","0","0","0"
"1998-10-21 14:30:00.0","0","0","0","8","21","0","0","0"
"1998-10-21 14:40:00.0","0","0","0","7","20","0","0","0"
"1998-10-21 14:50:00.0","6","0","0","8","27","0","0","0"
"1998-10-21 15:00:00.0","0","0","0","14","27","0","0","0"
"1998-10-21 15:10:00.0","0","0","0","10","23","0","0","0"
"1998-10-21 15:20:00.0","8","0","0","7","29","0","0","0"
"1998-10-21 15:30:00.0","18","0","0","8","37","0","0","0"
"1998-10-21 15:40:00.0","16","0","0","8","35","0","0","0"
"1998-10-21 15:50:00.0","16","0","0","7","35","0","0","0"
"1998-10-21 16:00:00.0","14","0","0","8","34","0","0","0"
"1998-10-21 16:10:00.0","0","0","0","8","21","0","0","0"
"1998-10-21 16:20:00.0","0","0","0","16","30","0","0","0"
"1998-10-21 16:30:00.0","6","0","0","8","27","0","0","0"
"1998-10-21 16:40:00.0","0","0","0","8","20","0","0","0"
"1998-10-21 16:50:00.0","0","0","0","7","22","0","0","0"
"1998-10-21 17:00:00.0","14","0","0","8","33","0","0","0"
"1998-10-21 17:10:00.0","17","0","0","8","36","0","0","0"
"1998-10-21 17:20:00.0","15","0","0","8","36","0","0","0"
"1998-10-21 17:30:00.0","19","0","0","16","45","0","0","0"
"1998-10-21 17:40:00.0","10","0","0","8","31","0","0","0"
"1998-10-21 17:50:00.0","0","0","0","8","21","0","0","0"
"1998-10-21 18:00:00.0","0","0","0","8","21","0","0","0"
"1998-10-21 18:10:00.0","6","0","16","7","43","0","0","0"
"1998-10-21 18:20:00.0","0","0","77","15","107","3","0","0"
"1998-10-21 18:30:00.0","0","0","9","11","43","10","0","0"
"1998-10-21 18:40:00.0","24","0","0","16","76","9","0","0"
"1998-10-21 18:50:00.0","16","0","0","13","73","11","0","0"
"1998-10-21 19:00:00.0","15","0","0","11","60","1","0","0"
"1998-10-21 19:10:00.0","18","0","0","9","54","0","0","0"
"1998-10-21 19:20:00.0","0","0","13","15","72","6","0","0"
"1998-10-21 19:30:00.0","0","0","0","8","44","0","0","0"
"1998-10-21 19:40:00.0","4","0","18","15","88","20","0","0"
"1998-10-21 19:50:00.0","2","0","30","8","77","0","0","0"
"1998-10-21 20:00:00.0","2","0","0","8","46","0","2","0"
"1998-10-21 20:10:00.0","12","0","0","15","72","0","16","0"
"1998-10-21 20:20:00.0","16","0","0","8","80","11","16","0"
"1998-10-21 20:30:00.0","25","0","0","11","88","11","15","0"
"1998-10-21 20:40:00.0","15","0","0","12","77","7","13","0"
"1998-10-21 20:50:00.0","11","0","0","8","55","0","13","0"
"1998-10-21 21:00:00.0","5","0","0","10","41","0","13","0"
"1998-10-21 21:10:00.0","0","0","0","14","41","0","13","0"
"1998-10-21 21:20:00.0","6","0","0","8","43","0","12","0"
"1998-10-21 21:30:00.0","0","0","0","8","35","0","13","0"
"1998-10-21 21:40:00.0","1","0","0","16","44","0","13","0"
"1998-10-21 21:50:00.0","14","0","0","8","49","0","13","0"
"1998-10-21 22:00:00.0","17","0","0","8","50","0","12","0"
"1998-10-21 22:10:00.0","20","0","0","16","60","0","13","0"
"1998-10-21 22:20:00.0","17","0","0","8","52","0","14","0"
"1998-10-21 22:30:00.0","3","0","0","8","61","20","16","0"
"1998-10-21 22:40:00.0","5","0","0","16","53","0","16","0"
"1998-10-21 22:50:00.0","1","0","0","8","38","0","15","0"
"1998-10-21 23:00:00.0","0","0","0","9","39","0","16","0"
"1998-10-21 23:10:00.0","5","0","0","8","44","0","15","0"
"1998-10-21 23:20:00.0","0","0","0","16","48","0","17","0"
"1998-10-21 23:30:00.0","12","0","0","8","50","0","16","0"
"1998-10-21 23:40:00.0","22","0","0","9","58","0","15","0"
"1998-10-21 23:50:00.0","17","0","0","16","45","0","1","0"
"1998-10-22 00:00:00.0","12","0","0","9","33","0","0","0"
"1998-10-22 00:10:00.0","3","0","0","8","25","0","0","0"
"1998-10-22 00:20:00.0","3","0","0","11","28","0","0","0"
"1998-10-22 00:30:00.0","0","0","0","14","28","0","0","0"
"1998-10-22 00:40:00.0","0","0","0","8","22","0","0","0"
"1998-10-22 00:50:00.0","6","0","0","9","28","0","0","0"
"1998-10-22 01:00:00.0","0","0","0","16","30","0","0","0"
"1998-10-22 01:10:00.0","13","0","0","9","35","0","0","0"
"1998-10-22 01:20:00.0","23","0","0","8","42","0","0","0"
"1998-10-22 01:30:00.0","15","0","0","14","40","0","0","0"
"1998-10-22 01:40:00.0","11","0","0","11","35","0","0","0"
"1998-10-22 01:50:00.0","1","0","0","8","23","0","0","0"
"1998-10-22 02:00:00.0","5","0","0","9","27","0","0","0"
"1998-10-22 02:10:00.0","0","0","0","16","30","0","0","0"
"1998-10-22 02:20:00.0","0","0","0","8","22","0","0","0"
"1998-10-22 02:30:00.0","6","0","0","8","27","0","0","0"
"1998-10-22 02:40:00.0","0","0","0","16","29","0","0","0"
"1998-10-22 02:50:00.0","13","0","0","9","34","0","0","0"
"1998-10-22 03:00:00.0","16","0","0","8","36","0","0","0"
"1998-10-22 03:10:00.0","22","0","0","8","41","0","0","0"
"1998-10-22 03:20:00.0","10","0","0","16","39","0","0","0"
"1998-10-22 03:30:00.0","0","0","0","8","22","0","0","0"
"1998-10-22 03:40:00.0","5","0","0","9","26","0","0","0"
"1998-10-22 03:50:00.0","1","0","0","16","31","0","0","0"
"1998-10-22 04:00:00.0","0","0","0","8","21","0","0","0"
"1998-10-22 04:10:00.0","0","0","0","8","22","0","0","0"
"1998-10-22 04:20:00.0","6","0","0","8","27","0","0","0"
"1998-10-22 04:30:00.0","15","0","0","17","44","0","0","0"
"1998-10-22 04:40:00.0","16","0","0","8","35","0","0","0"
"1998-10-22 04:50:00.0","15","0","0","8","35","0","0","0"
"1998-10-22 05:00:00.0","15","0","0","16","43","0","0","0"
"1998-10-22 05:10:00.0","0","0","0","8","21","0","0","0"
"1998-10-22 05:20:00.0","0","0","0","8","22","0","0","0"
"1998-10-22 05:30:00.0","2","0","0","11","27","0","0","0"
"1998-10-22 05:40:00.0","4","0","0","14","29","0","0","0"
"1998-10-22 05:50:00.0","0","0","0","8","22","0","0","0"
"1998-10-22 06:00:00.0","0","0","0","8","22","0","0","0"
"1998-10-22 06:10:00.0","20","0","0","17","48","0","0","0"
"1998-10-22 06:20:00.0","18","0","0","8","38","0","0","0"
"1998-10-22 06:30:00.0","16","0","0","8","35","0","0","0"
"1998-10-22 06:40:00.0","6","0","0","16","35","0","0","0"
"1998-10-22 06:50:00.0","5","0","0","8","27","0","0","0"
"1998-10-22 07:00:00.0","1","0","0","9","26","3","0","0"
"1998-10-22 07:10:00.0","0","0","0","8","23","0","0","0"
"1998-10-22 07:20:00.0","0","0","82","16","122","0","0","0"
"1998-10-22 07:30:00.0","5","0","24","8","69","8","0","0"
"1998-10-22 07:40:00.0","0","0","0","8","50","19","0","0"
"1998-10-22 07:50:00.0","17","0","0","8","57","9","0","0"
"1998-10-22 08:00:00.0","16","0","0","16","56","1","4","0"
"1998-10-22 08:10:00.0","22","0","0","8","60","3","15","0"
"1998-10-22 08:20:00.0","6","0","0","16","36","0","1","0"
"1998-10-22 08:30:00.0","0","0","0","8","22","0","0","0"
"1998-10-22 08:40:00.0","0","0","0","16","29","0","0","0"
"1998-10-22 08:50:00.0","6","0","0","8","28","0","0","0"
"1998-10-22 09:00:00.0","0","0","0","10","23","0","0","0"
"1998-10-22 09:10:00.0","0","0","0","14","27","0","0","0"
"1998-10-22 09:20:00.0","0","0","0","8","21","0","0","0"
"1998-10-22 09:30:00.0","22","0","0","15","49","0","0","0"
"1998-10-22 09:40:00.0","16","0","0","8","35","0","0","0"
"1998-10-22 09:50:00.0","15","0","0","8","35","0","0","0"
"1998-10-22 10:00:00.0","6","0","0","16","34","0","0","0"
"1998-10-22 10:10:00.0","6","0","0","8","27","0","0","0"
"1998-10-22 10:20:00.0","0","0","0","8","21","0","0","0"
"1998-10-22 10:30:00.0","0","0","0","16","28","0","0","0"
"1998-10-22 10:40:00.0","1","0","0","8","24","0","0","0"
"1998-10-22 10:50:00.0","5","0","0","8","26","0","0","0"
"1998-10-22 11:00:00.0","4","0","0","11","29","0","0","0"
"1998-10-22 11:10:00.0","17","0","0","13","41","0","0","0"
"1998-10-22 11:20:00.0","25","0","0","8","44","0","0","0"
"1998-10-22 11:30:00.0","16","0","0","8","35","0","0","0"
"1998-10-22 11:40:00.0","15","0","0","8","34","0","0","0"
"1998-10-22 11:50:00.0","5","0","0","8","27","0","0","0"
"1998-10-22 12:00:00.0","5","0","0","16","35","0","0","0"
"1998-10-22 12:10:00.0","0","0","0","8","40","0","16","0"
"1998-10-22 12:20:00.0","8","0","0","8","49","0","18","0"
"1998-10-22 12:30:00.0","3","0","0","8","44","0","18","0"
"1998-10-22 12:40:00.0","10","0","0","8","50","0","18","0"
"1998-10-22 12:50:00.0","27","0","0","16","71","0","17","0"
"1998-10-22 13:00:00.0","16","0","0","8","55","0","17","0"
"1998-10-22 13:10:00.0","16","0","0","8","52","0","16","0"
"1998-10-22 13:20:00.0","24","0","0","16","51","0","2","0"
"1998-10-22 13:30:00.0","4","0","0","8","26","0","0","0"
"1998-10-22 13:40:00.0","0","0","0","8","21","0","0","0"
"1998-10-22 13:50:00.0","7","0","0","7","29","0","0","0"
"1998-10-22 14:00:00.0","0","0","0","8","21","0","0","0"
"1998-10-22 14:10:00.0","0","0","0","16","30","0","0","0"
"1998-10-22 14:20:00.0","8","0","0","8","28","0","0","0"
"1998-10-22 14:30:00.0","17","0","0","8","37","0","0","0"
"1998-10-22 14:40:00.0","17","0","0","7","35","0","0","0"
"1998-10-22 14:50:00.0","23","0","0","16","50","0","0","0"
"1998-10-22 15:00:00.0","15","0","0","8","34","0","0","0"
"1998-10-22 15:10:00.0","10","0","0","8","30","0","0","0"
"1998-10-22 15:20:00.0","7","0","0","8","28","0","0","0"
"1998-10-22 15:30:00.0","0","0","0","16","30","0","0","0"
"1998-10-22 15:40:00.0","0","0","0","8","22","0","0","0"
"1998-10-22 15:50:00.0","7","0","0","8","27","0","0","0"
"1998-10-22 16:00:00.0","0","0","0","8","21","0","0","0"
"1998-10-22 16:10:00.0","9","0","0","11","33","0","0","0"
"1998-10-22 16:20:00.0","24","0","0","13","48","0","0","0"
"1998-10-22 16:30:00.0","15","0","0","8","35","0","0","0"
"1998-10-22 16:40:00.0","16","0","30","8","70","0","4","0"
"1998-10-22 16:50:00.0","23","0","0","8","63","2","16","0"
"1998-10-22 17:00:00.0","0","0","0","16","48","1","17","0"
"1998-10-22 17:10:00.0","0","0","0","8","40","0","16","0"
"1998-10-22 17:20:00.0","6","0","0","8","46","0","17","0"
"1998-10-22 17:30:00.0","0","0","0","8","37","0","14","0"
"1998-10-22 17:40:00.0","0","0","0","8","22","0","1","0"
"1998-10-22 17:50:00.0","9","0","0","14","39","2","0","0"
"1998-10-22 18:00:00.0","18","0","0","11","45","6","0","0"
"1998-10-22 18:10:00.0","16","0","0","16","53","9","0","0"
"1998-10-22 18:20:00.0","22","0","0","8","50","10","0","0"
"1998-10-22 18:30:00.0","10","0","0","16","51","11","0","0"
"1998-10-22 18:40:00.0","0","0","0","8","50","10","0","0"
"1998-10-22 18:50:00.0","8","0","0","15","72","10","0","0"
"1998-10-22 19:00:00.0","0","0","0","7","257","9","0","0"
"1998-10-22 19:10:00.0","0","0","0","15","383","8","0","0"
"1998-10-22 19:20:00.0","6","0","0","7","361","0","5","0"
"1998-10-22 19:30:00.0","6","0","0","7","338","0","0","0"
"1998-10-22 19:40:00.0","17","0","0","15","62","0","0","0"
"1998-10-22 19:50:00.0","23","0","0","7","66","2","0","0"
"1998-10-22 20:00:00.0","15","0","0","9","51","0","0","0"
"1998-10-22 20:10:00.0","5","0","0","14","68","13","7","0"
"1998-10-22 20:20:00.0","8","0","0","8","75","14","15","0"
"1998-10-22 20:30:00.0","0","0","0","8","70","15","17","0"
"1998-10-22 20:40:00.0","0","0","0","15","54","2","16","0"
"1998-10-22 20:50:00.0","6","0","0","8","44","0","15","0"
"1998-10-22 21:00:00.0","0","0","0","8","36","0","15","0"
"1998-10-22 21:10:00.0","6","0","0","7","43","0","14","0"
"1998-10-22 21:20:00.0","23","0","0","16","65","0","14","0"
"1998-10-22 21:30:00.0","16","0","0","7","49","0","14","0"
"1998-10-22 21:40:00.0","15","0","0","8","50","0","15","0"
"1998-10-22 21:50:00.0","13","0","0","8","48","0","14","0"
"1998-10-22 22:00:00.0","0","0","0","11","40","0","14","0"
"1998-10-22 22:10:00.0","0","0","0","12","41","0","15","0"
"1998-10-22 22:20:00.0","5","0","0","8","62","19","14","0"
"1998-10-22 22:30:00.0","1","0","0","7","33","0","12","0"
"1998-10-22 22:40:00.0","0","0","0","8","22","0","0","0"
"1998-10-22 22:50:00.0","14","0","0","16","42","0","0","0"
"1998-10-22 23:00:00.0","20","0","0","8","38","0","0","0"
"1998-10-22 23:10:00.0","15","0","0","7","34","0","0","0"
"1998-10-22 23:20:00.0","12","0","0","8","51","20","0","0"
"1998-10-22 23:30:00.0","7","0","0","16","35","0","0","0"
"1998-10-22 23:40:00.0","0","0","0","7","21","0","0","0"
"1998-10-22 23:50:00.0","0","0","0","8","20","0","0","0"
"1998-10-23 00:00:00.0","6","0","0","7","27","0","0","0"
"1998-10-23 00:10:00.0","0","0","0","8","20","0","0","0"
"1998-10-23 00:20:00.0","1","0","0","16","31","0","0","0"
"1998-10-23 00:30:00.0","20","0","0","8","40","0","0","0"
"1998-10-23 00:40:00.0","19","0","0","7","37","0","0","0"
"1998-10-23 00:50:00.0","15","0","0","8","34","0","0","0"
"1998-10-23 01:00:00.0","5","0","0","12","30","0","0","0"
"1998-10-23 01:10:00.0","6","0","0","12","30","0","0","0"
"1998-10-23 01:20:00.0","0","0","0","7","21","0","0","0"
"1998-10-23 01:30:00.0","0","0","0","8","21","0","0","0"
"1998-10-23 01:40:00.0","4","0","0","8","26","0","0","0"
"1998-10-23 01:50:00.0","1","0","0","16","30","0","0","0"
"1998-10-23 02:00:00.0","9","0","0","7","30","0","0","0"
"1998-10-23 02:10:00.0","16","0","0","8","35","0","0","0"
"1998-10-23 02:20:00.0","22","0","0","8","40","0","0","0"
"1998-10-23 02:30:00.0","13","0","0","7","32","0","0","0"
"1998-10-23 02:40:00.0","0","0","0","16","29","0","0","0"
"1998-10-23 02:50:00.0","4","0","0","8","25","0","0","0"
"1998-10-23 03:00:00.0","2","0","0","8","22","0","0","0"
"1998-10-23 03:10:00.0","0","0","0","7","20","0","0","0"
"1998-10-23 03:20:00.0","0","0","0","12","26","0","0","0"
"1998-10-23 03:30:00.0","5","0","0","12","30","0","0","0"
"1998-10-23 03:40:00.0","17","0","0","7","35","0","0","0"
"1998-10-23 03:50:00.0","16","0","0","8","35","0","0","0"
"1998-10-23 04:00:00.0","16","0","0","8","36","0","0","0"
"1998-10-23 04:10:00.0","11","0","0","16","39","0","0","0"
"1998-10-23 04:20:00.0","0","0","0","7","20","0","0","0"
"1998-10-23 04:30:00.0","0","0","0","8","21","0","0","0"
"1998-10-23 04:40:00.0","5","0","0","8","26","0","0","0"
"1998-10-23 04:50:00.0","1","0","0","8","22","0","0","0"
"1998-10-23 05:00:00.0","0","0","0","16","29","0","0","0"
"1998-10-23 05:10:00.0","6","0","0","7","28","0","0","0"
"1998-10-23 05:20:00.0","23","0","0","8","60","19","0","0"
"1998-10-23 05:30:00.0","16","0","0","7","34","0","0","0"
"1998-10-23 05:40:00.0","13","0","0","12","36","0","0","0"
"1998-10-23 05:50:00.0","0","0","0","11","24","0","0","0"
"1998-10-23 06:00:00.0","5","0","0","8","26","0","0","0"
"1998-10-23 06:10:00.0","0","0","0","8","21","0","0","0"
"1998-10-23 06:20:00.0","0","0","0","7","20","0","0","0"
"1998-10-23 06:30:00.0","1","0","0","16","30","0","0","0"
"1998-10-23 06:40:00.0","5","0","0","7","24","0","0","0"
"1998-10-23 06:50:00.0","14","0","0","7","34","0","0","0"
"1998-10-23 07:00:00.0","15","0","37","8","133","2","1","0"
"1998-10-23 07:10:00.0","21","0","37","7","156","0","16","0"
"1998-10-23 07:20:00.0","7","0","0","16","72","1","17","0"
"1998-10-23 07:30:00.0","0","0","0","7","73","13","14","0"
"1998-10-23 07:40:00.0","0","0","21","8","105","46","1","0"
"1998-10-23 07:50:00.0","6","0","0","7","52","13","0","0"
"1998-10-23 08:00:00.0","0","0","0","15","52","8","5","0"
"1998-10-23 08:10:00.0","0","0","0","8","44","4","16","0"
"1998-10-23 08:20:00.0","7","0","0","7","34","0","6","0"
"1998-10-23 08:30:00.0","22","0","0","15","48","0","0","0"
"1998-10-23 08:40:00.0","15","0","0","8","34","0","0","0"
"1998-10-23 08:50:00.0","13","0","0","7","31","0","0","0"
"1998-10-23 09:00:00.0","2","0","0","16","31","0","0","0"
"1998-10-23 09:10:00.0","4","0","0","8","24","0","0","0"
"1998-10-23 09:20:00.0","0","0","0","7","20","0","0","0"
"1998-10-23 09:30:00.0","0","0","0","16","28","0","0","0"
"1998-10-23 09:40:00.0","3","0","0","8","25","0","0","0"
"1998-10-23 09:50:00.0","2","0","0","7","23","0","0","0"
"1998-10-23 10:00:00.0","14","0","0","10","36","0","0","0"
"1998-10-23 10:10:00.0","16","0","0","14","41","0","0","0"
"1998-10-23 10:20:00.0","20","0","0","8","38","0","0","0"
"1998-10-23 10:30:00.0","8","0","0","8","28","0","0","0"
"1998-10-23 10:40:00.0","0","0","0","15","28","0","0","0"
"1998-10-23 10:50:00.0","0","0","0","8","21","0","0","0"
"1998-10-23 11:00:00.0","6","0","0","8","28","0","0","0"
"1998-10-23 11:10:00.0","0","0","0","8","21","0","0","0"
"1998-10-23 11:20:00.0","0","0","0","8","21","0","0","0"
"1998-10-23 11:30:00.0","17","0","0","16","46","0","0","0"
"1998-10-23 11:40:00.0","23","0","0","8","41","0","0","0"
"1998-10-23 11:50:00.0","16","0","0","8","35","0","0","0"
"1998-10-23 12:00:00.0","12","0","0","8","32","0","0","0"
"1998-10-23 12:10:00.0","10","0","45","7","75","0","0","0"
"1998-10-23 12:20:00.0","2","0","51","17","84","0","0","0"
"1998-10-23 12:30:00.0","0","0","0","8","21","0","0","0"
"1998-10-23 12:40:00.0","9","0","0","8","32","1","0","0"
"1998-10-23 12:50:00.0","2","0","0","8","23","0","0","0"
"1998-10-23 13:00:00.0","15","0","0","7","36","1","0","0"
"1998-10-23 13:10:00.0","27","0","0","8","49","5","0","0"
"1998-10-23 13:20:00.0","15","0","0","15","42","0","0","0"
"1998-10-23 13:30:00.0","15","0","0","8","33","0","0","0"
"1998-10-23 13:40:00.0","19","0","0","7","37","0","0","0"
"1998-10-23 13:50:00.0","0","0","0","8","20","0","0","0"
"1998-10-23 14:00:00.0","0","0","0","7","22","0","0","0"
"1998-10-23 14:10:00.0","6","0","0","8","27","0","0","0"
"1998-10-23 14:20:00.0","0","0","0","16","28","0","0","0"
"1998-10-23 14:30:00.0","1","0","0","7","22","0","0","0"
"1998-10-23 14:40:00.0","20","0","0","8","39","0","0","0"
"1998-10-23 14:50:00.0","16","0","0","7","35","0","0","0"
"1998-10-23 15:00:00.0","16","0","0","8","35","0","0","0"
"1998-10-23 15:10:00.0","22","0","0","8","40","0","0","0"
"1998-10-23 15:20:00.0","8","0","0","8","28","0","0","0"
"1998-10-23 15:30:00.0","0","0","0","7","21","0","0","0"
"1998-10-23 15:40:00.0","6","0","0","8","27","0","0","0"
"1998-10-23 15:50:00.0","0","0","0","16","29","0","0","0"
"1998-10-23 16:00:00.0","0","0","0","7","20","0","0","0"
"1998-10-23 16:10:00.0","6","0","0","8","27","0","0","0"
"1998-10-23 16:20:00.0","15","0","0","7","35","0","0","0"
"1998-10-23 16:30:00.0","16","0","0","8","36","1","0","0"
"1998-10-23 16:40:00.0","22","0","0","8","41","0","0","0"
"1998-10-23 16:50:00.0","15","0","0","16","42","0","0","0"
"1998-10-23 17:00:00.0","2","0","0","8","23","0","0","0"
"1998-10-23 17:10:00.0","7","0","0","7","27","0","0","0"
"1998-10-23 17:20:00.0","0","0","0","8","21","0","0","0"
"1998-10-23 17:30:00.0","0","0","0","8","22","0","0","0"
"1998-10-23 17:40:00.0","6","0","0","8","30","2","0","0"
"1998-10-23 17:50:00.0","1","0","0","16","39","7","0","0"
"1998-10-23 18:00:00.0","18","0","0","8","56","20","0","0"
"1998-10-23 18:10:00.0","22","0","0","8","59","19","0","0"
"1998-10-23 18:20:00.0","15","0","0","7","68","35","0","0"
"1998-10-23 18:30:00.0","10","0","0","8","76","46","0","0"
"1998-10-23 18:40:00.0","6","0","0","16","82","46","0","0"
"1998-10-23 18:50:00.0","0","0","0","15","74","47","0","0"
"1998-10-23 19:00:00.0","0","0","0","8","88","57","0","0"
"1998-10-23 19:10:00.0","5","0","0","15","110","57","0","0"
"1998-10-23 19:20:00.0","1","0","0","8","93","40","5","0"
"1998-10-23 19:30:00.0","12","0","0","11","117","39","16","0"
"1998-10-23 19:40:00.0","23","0","0","11","139","52","16","0"
"1998-10-23 19:50:00.0","15","0","0","8","124","48","15","0"
"1998-10-23 20:00:00.0","15","0","29","8","138","31","17","0"
"1998-10-23 20:10:00.0","5","0","23","15","92","6","3","0"
"1998-10-23 20:20:00.0","4","0","0","8","56","6","0","0"
"1998-10-23 20:30:00.0","0","0","0","8","55","7","0","0"
"1998-10-23 20:40:00.0","6","0","0","15","61","7","0","0"
"1998-10-23 20:50:00.0","0","25","0","9","69","6","2","0"
"1998-10-23 21:00:00.0","0","61","0","8","102","6","2","0"
"1998-10-23 21:10:00.0","24","0","0","8","85","22","3","0"
"1998-10-23 21:20:00.0","16","0","0","13","92","20","14","0"
"1998-10-23 21:30:00.0","15","0","0","11","84","27","14","0"
"1998-10-23 21:40:00.0","15","0","0","8","50","0","13","0"
"1998-10-23 21:50:00.0","0","0","0","8","37","0","14","0"
"1998-10-23 22:00:00.0","0","0","0","8","36","0","13","0"
"1998-10-23 22:10:00.0","6","0","0","16","50","0","14","0"
"1998-10-23 22:20:00.0","0","0","0","8","36","0","14","0"
"1998-10-23 22:30:00.0","0","0","0","8","37","0","14","0"
"1998-10-23 22:40:00.0","18","0","0","8","54","0","14","0"
"1998-10-23 22:50:00.0","17","0","0","16","60","0","14","0"
"1998-10-23 23:00:00.0","16","0","0","8","50","0","13","0"
"1998-10-23 23:10:00.0","13","0","0","8","45","0","11","0"
"1998-10-23 23:20:00.0","5","0","0","9","26","0","0","0"
"1998-10-23 23:30:00.0","0","0","0","8","21","0","0","0"
"1998-10-23 23:40:00.0","0","0","0","16","30","0","0","0"
"1998-10-23 23:50:00.0","5","0","0","8","27","0","0","0"
"1998-10-24 00:00:00.0","0","0","0","8","22","0","0","0"
"1998-10-24 00:10:00.0","11","0","0","8","32","0","0","0"
"1998-10-24 00:20:00.0","22","0","0","11","43","0","0","0"
"1998-10-24 00:30:00.0","16","0","0","13","42","0","0","0"
"1998-10-24 00:40:00.0","10","0","0","8","31","0","0","0"
"1998-10-24 00:50:00.0","0","0","0","8","22","0","0","0"
"1998-10-24 01:00:00.0","6","0","0","8","27","0","0","0"
"1998-10-24 01:10:00.0","0","0","0","15","27","0","0","0"
"1998-10-24 01:20:00.0","0","0","0","9","23","0","0","0"
"1998-10-24 01:30:00.0","6","0","0","8","28","0","0","0"
"1998-10-24 01:40:00.0","6","0","0","8","28","0","0","0"
