"Time","Electric Cooker (hot plate+oven) ()","Fridge freezer (267l/48l)","Microwave oven (1,2kW)","Non halogen lamp 1 (0,5kW)","Site consumption ()","Total site light consumption ()","TV (70cm)","TV ()","Vertical freezer (288l)","Washing machine (800rpm)"
"1998-01-29 03:00:00.0","0","18","0","0","34","0","0","0","0","0"
"1998-01-29 03:10:00.0","0","21","0","0","37","0","0","0","0","0"
"1998-01-29 03:20:00.0","0","2","0","0","19","0","0","0","0","0"
"1998-01-29 03:30:00.0","0","2","0","0","27","0","0","0","8","0"
"1998-01-29 03:40:00.0","0","2","0","0","29","0","0","0","11","0"
"1998-01-29 03:50:00.0","0","14","31","0","78","14","0","0","0","0"
"1998-01-29 04:00:00.0","0","24","0","0","64","18","0","0","6","0"
"1998-01-29 04:10:00.0","0","2","0","0","67","33","0","0","15","0"
"1998-01-29 04:20:00.0","0","2","0","0","50","25","0","0","0","0"
"1998-01-29 04:30:00.0","0","2","0","0","34","0","0","0","0","0"
"1998-01-29 04:40:00.0","0","10","0","0","39","0","0","0","0","0"
"1998-01-29 04:50:00.0","0","25","0","0","60","0","0","0","16","0"
"1998-01-29 05:00:00.0","0","6","0","0","26","0","0","0","4","0"
"1998-01-29 05:10:00.0","0","2","0","0","20","0","0","0","0","0"
"1998-01-29 05:20:00.0","0","2","0","0","19","0","0","0","0","0"
"1998-01-29 05:30:00.0","0","4","0","0","21","0","0","0","0","0"
"1998-01-29 05:40:00.0","0","25","0","0","56","0","0","0","17","0"
"1998-01-29 05:50:00.0","0","11","0","0","30","0","0","0","4","0"
"1998-01-29 06:00:00.0","0","2","0","0","26","0","0","0","0","0"
"1998-01-29 06:10:00.0","0","2","0","0","32","0","0","0","0","0"
"1998-01-29 06:20:00.0","0","2","0","0","32","0","0","0","0","0"
"1998-01-29 06:30:00.0","0","21","0","0","64","0","0","0","16","0"
"1998-01-29 06:40:00.0","0","17","0","0","51","0","0","0","7","0"
"1998-01-29 06:50:00.0","0","2","0","0","31","0","0","0","0","0"
"1998-01-29 07:00:00.0","0","2","0","0","32","0","0","0","0","0"
"1998-01-29 07:10:00.0","0","2","32","0","81","14","0","0","1","0"
"1998-01-29 07:20:00.0","0","16","4","0","97","23","9","0","21","0"
"1998-01-29 07:30:00.0","0","24","33","0","134","33","14","0","0","0"
"1998-01-29 07:40:00.0","0","5","0","0","91","47","15","0","0","0"
"1998-01-29 07:50:00.0","0","2","0","0","106","56","14","0","0","0"
"1998-01-29 08:00:00.0","0","2","0","0","94","36","14","0","20","0"
"1998-01-29 08:10:00.0","0","11","0","0","51","10","0","0","0","0"
"1998-01-29 08:20:00.0","0","24","0","0","52","0","0","0","0","0"
"1998-01-29 08:30:00.0","0","8","0","0","37","0","0","0","0","0"
"1998-01-29 08:40:00.0","0","2","13","0","72","12","8","0","6","0"
"1998-01-29 08:50:00.0","0","2","0","0","93","32","14","0","15","0"
"1998-01-29 09:00:00.0","0","5","0","0","72","18","14","0","0","0"
"1998-01-29 09:10:00.0","0","25","0","0","200","37","12","0","0","0"
"1998-01-29 09:20:00.0","0","9","0","0","208","40","14","0","0","0"
"1998-01-29 09:30:00.0","0","2","0","0","66","7","14","0","11","0"
"1998-01-29 09:40:00.0","0","2","0","0","55","2","15","0","8","0"
"1998-01-29 09:50:00.0","0","2","0","0","55","15","14","0","0","0"
"1998-01-29 10:00:00.0","0","25","0","0","67","0","14","0","0","0"
"1998-01-29 10:10:00.0","0","14","0","0","62","2","15","0","1","0"
"1998-01-29 10:20:00.0","0","2","0","0","63","0","14","0","19","0"
"1998-01-29 10:30:00.0","0","2","0","0","37","0","5","0","0","0"
"1998-01-29 10:40:00.0","0","2","0","0","32","0","0","0","0","0"
"1998-01-29 10:50:00.0","0","22","0","0","51","0","0","0","0","0"
"1998-01-29 11:00:00.0","0","18","0","0","58","0","0","0","13","0"
"1998-01-29 11:10:00.0","0","2","0","0","39","0","0","0","8","0"
"1998-01-29 11:20:00.0","0","2","0","0","32","0","0","0","0","0"
"1998-01-29 11:30:00.0","0","2","0","0","32","0","0","0","0","0"
"1998-01-29 11:40:00.0","0","18","0","0","46","0","0","0","0","0"
"1998-01-29 11:50:00.0","0","24","0","0","76","2","3","0","21","0"
"1998-01-29 12:00:00.0","0","3","82","0","133","13","14","0","0","0"
"1998-01-29 12:10:00.0","0","2","8","0","69","16","14","0","0","0"
"1998-01-29 12:20:00.0","0","6","14","0","79","21","14","0","0","0"
"1998-01-29 12:30:00.0","0","25","0","0","221","18","14","0","13","0"
"1998-01-29 12:40:00.0","0","21","4","0","86","13","14","0","8","0"
"1998-01-29 12:50:00.0","0","2","0","0","60","13","14","0","0","0"
"1998-01-29 13:00:00.0","0","2","0","0","57","13","14","0","0","0"
"1998-01-29 13:10:00.0","0","2","0","0","52","3","14","0","2","0"
"1998-01-29 13:20:00.0","0","21","0","0","68","0","1","0","20","0"
"1998-01-29 13:30:00.0","0","19","0","0","54","2","4","0","0","0"
"1998-01-29 13:40:00.0","0","2","0","0","46","0","14","0","0","0"
"1998-01-29 13:50:00.0","0","2","0","0","47","0","13","0","2","0"
"1998-01-29 14:00:00.0","0","2","0","0","63","0","14","0","19","0"
"1998-01-29 14:10:00.0","0","22","0","0","64","0","14","0","0","0"
"1998-01-29 14:20:00.0","0","18","0","0","59","0","13","0","0","0"
"1998-01-29 14:30:00.0","0","2","0","0","46","0","13","0","0","0"
"1998-01-29 14:40:00.0","0","2","0","0","64","0","13","0","22","0"
"1998-01-29 14:50:00.0","0","1","0","0","45","0","14","0","0","0"
"1998-01-29 15:00:00.0","0","24","0","0","64","0","12","0","0","0"
"1998-01-29 15:10:00.0","0","17","0","0","60","0","14","0","0","0"
"1998-01-29 15:20:00.0","0","2","0","0","50","0","0","0","21","0"
"1998-01-29 15:30:00.0","0","2","0","0","37","4","0","0","0","0"
"1998-01-29 15:40:00.0","0","2","0","0","45","0","14","0","0","0"
"1998-01-29 15:50:00.0","0","22","0","0","93","17","14","0","0","17"
"1998-01-29 16:00:00.0","0","19","0","0","448","36","14","0","12","338"
"1998-01-29 16:10:00.0","0","2","0","0","427","30","14","3","10","338"
"1998-01-29 16:20:00.0","0","2","0","0","209","29","15","1","0","138"
"1998-01-29 16:30:00.0","0","2","0","0","83","26","14","0","0","20"
"1998-01-29 16:40:00.0","0","18","0","0","113","28","13","0","10","21"
"1998-01-29 16:50:00.0","0","24","0","0","118","26","13","0","11","23"
"1998-01-29 17:00:00.0","0","18","43","0","133","27","12","0","0","3"
"1998-01-29 17:10:00.0","0","2","0","0","76","30","13","0","0","0"
"1998-01-29 17:20:00.0","0","2","0","0","73","27","13","0","0","0"
"1998-01-29 17:30:00.0","0","6","0","0","94","24","14","0","21","0"
"1998-01-29 17:40:00.0","0","24","0","0","94","30","13","0","1","0"
"1998-01-29 17:50:00.0","224","9","0","0","295","17","13","0","0","0"
"1998-01-29 18:00:00.0","451","2","0","0","517","17","13","0","0","0"
"1998-01-29 18:10:00.0","295","2","0","0","389","33","14","0","13","0"
"1998-01-29 18:20:00.0","240","10","0","0","340","39","13","0","9","0"
"1998-01-29 18:30:00.0","161","25","0","0","266","42","14","0","0","0"
"1998-01-29 18:40:00.0","3","10","0","0","109","54","15","0","0","0"
"1998-01-29 18:50:00.0","3","2","23","0","136","55","15","0","8","0"
"1998-01-29 19:00:00.0","2","2","24","0","123","37","15","0","14","0"
"1998-01-29 19:10:00.0","0","21","0","0","99","38","13","0","0","0"
"1998-01-29 19:20:00.0","0","24","0","0","115","46","14","0","0","0"
"1998-01-29 19:30:00.0","0","21","0","0","132","55","14","9","10","0"
"1998-01-29 19:40:00.0","0","2","0","0","98","38","14","2","11","0"
"1998-01-29 19:50:00.0","0","2","0","0","106","47","14","13","0","0"
"1998-01-29 20:00:00.0","0","8","17","0","128","46","14","12","0","0"
"1998-01-29 20:10:00.0","0","25","28","0","144","30","14","12","6","0"
"1998-01-29 20:20:00.0","0","23","0","0","122","30","13","12","16","0"
"1998-01-29 20:30:00.0","0","3","0","0","101","45","14","6","0","0"
"1998-01-29 20:40:00.0","0","2","1","0","100","57","15","0","0","0"
"1998-01-29 20:50:00.0","0","7","42","0","147","48","13","0","3","0"
"1998-01-29 21:00:00.0","0","25","0","0","128","45","13","0","18","0"
"1998-01-29 21:10:00.0","0","21","11","0","175","50","13","0","0","0"
"1998-01-29 21:20:00.0","0","2","0","0","157","46","13","0","0","0"
"1998-01-29 21:30:00.0","0","2","0","0","92","47","13","0","1","0"
"1998-01-29 21:40:00.0","0","2","0","0","86","24","13","0","20","0"
"1998-01-29 21:50:00.0","0","22","0","0","89","24","14","0","0","0"
"1998-01-29 22:00:00.0","0","24","0","0","88","24","13","0","0","0"
"1998-01-29 22:10:00.0","0","4","0","0","71","24","13","0","0","0"
"1998-01-29 22:20:00.0","0","2","0","0","89","23","13","0","22","0"
"1998-01-29 22:30:00.0","0","2","0","0","65","20","13","0","0","0"
"1998-01-29 22:40:00.0","0","16","0","0","65","7","13","0","0","0"
"1998-01-29 22:50:00.0","0","24","0","0","80","14","14","0","0","0"
"1998-01-29 23:00:00.0","0","7","0","0","92","21","14","0","21","0"
"1998-01-29 23:10:00.0","0","2","0","0","41","4","6","0","0","0"
"1998-01-29 23:20:00.0","0","2","0","0","32","0","0","0","0","0"
"1998-01-29 23:30:00.0","0","10","0","0","40","0","0","0","0","0"
"1998-01-29 23:40:00.0","0","25","0","0","67","0","0","0","17","0"
"1998-01-29 23:50:00.0","0","10","0","0","43","0","0","0","5","0"
"1998-01-30 00:00:00.0","0","2","0","0","30","0","0","0","0","0"
"1998-01-30 00:10:00.0","0","2","0","0","19","0","0","0","0","0"
"1998-01-30 00:20:00.0","0","5","0","0","34","0","0","0","12","0"
"1998-01-30 00:30:00.0","0","26","0","0","48","0","0","0","9","0"
"1998-01-30 00:40:00.0","0","13","0","0","29","0","0","0","0","0"
"1998-01-30 00:50:00.0","0","2","0","0","19","0","0","0","0","0"
"1998-01-30 01:00:00.0","0","2","0","0","23","0","0","0","3","0"
"1998-01-30 01:10:00.0","0","2","0","0","34","0","0","0","17","0"
"1998-01-30 01:20:00.0","0","23","0","0","39","0","0","0","0","0"
"1998-01-30 01:30:00.0","0","17","0","0","32","0","0","0","0","0"
"1998-01-30 01:40:00.0","0","2","0","0","19","0","0","0","0","0"
"1998-01-30 01:50:00.0","0","2","0","0","31","0","0","0","13","0"
"1998-01-30 02:00:00.0","0","2","0","0","26","0","0","0","7","0"
"1998-01-30 02:10:00.0","0","19","0","0","35","0","0","0","0","0"
"1998-01-30 02:20:00.0","0","20","0","0","36","0","0","0","0","0"
"1998-01-30 02:30:00.0","0","2","0","0","19","0","0","0","0","0"
"1998-01-30 02:40:00.0","0","2","0","0","37","0","0","0","19","0"
"1998-01-30 02:50:00.0","0","2","0","0","19","0","0","0","0","0"
"1998-01-30 03:00:00.0","0","14","0","0","31","0","0","0","0","0"
"1998-01-30 03:10:00.0","0","24","0","0","39","0","0","0","0","0"
"1998-01-30 03:20:00.0","0","3","0","0","31","0","0","0","12","0"
"1998-01-30 03:30:00.0","0","2","0","0","26","0","0","0","8","0"
"1998-01-30 03:40:00.0","0","2","0","0","19","0","0","0","0","0"
"1998-01-30 03:50:00.0","0","9","27","0","69","11","0","0","0","0"
"1998-01-30 04:00:00.0","0","25","0","0","73","17","0","0","1","0"
"1998-01-30 04:10:00.0","0","7","0","0","86","32","0","0","18","0"
"1998-01-30 04:20:00.0","0","2","0","0","58","30","0","0","0","0"
"1998-01-30 04:30:00.0","0","2","0","0","20","0","0","0","0","0"
"1998-01-30 04:40:00.0","0","6","0","0","23","0","0","0","0","0"
"1998-01-30 04:50:00.0","0","25","0","0","58","0","0","0","19","0"
"1998-01-30 05:00:00.0","0","9","0","0","28","0","0","0","3","0"
"1998-01-30 05:10:00.0","0","2","0","0","19","0","0","0","0","0"
"1998-01-30 05:20:00.0","0","2","0","0","19","0","0","0","0","0"
"1998-01-30 05:30:00.0","0","2","0","0","23","0","0","0","3","0"
"1998-01-30 05:40:00.0","0","25","0","0","54","0","0","0","16","0"
"1998-01-30 05:50:00.0","0","13","0","0","29","0","0","0","0","0"
"1998-01-30 06:00:00.0","0","2","0","0","31","0","0","0","0","0"
"1998-01-30 06:10:00.0","0","2","0","0","32","0","0","0","0","0"
"1998-01-30 06:20:00.0","0","2","0","0","49","0","0","0","19","0"
"1998-01-30 06:30:00.0","0","20","0","0","49","0","0","0","2","0"
"1998-01-30 06:40:00.0","0","18","0","0","46","0","0","0","0","0"
"1998-01-30 06:50:00.0","0","2","0","0","31","0","0","0","0","0"
"1998-01-30 07:00:00.0","0","2","32","0","80","9","0","0","6","0"
"1998-01-30 07:10:00.0","0","2","0","0","76","17","15","0","14","0"
"1998-01-30 07:20:00.0","0","16","36","0","137","40","14","0","0","0"
"1998-01-30 07:30:00.0","0","23","0","0","102","40","13","0","0","0"
"1998-01-30 07:40:00.0","0","2","0","0","83","37","13","0","0","0"
"1998-01-30 07:50:00.0","0","2","0","0","108","48","14","0","21","0"
"1998-01-30 08:00:00.0","0","2","0","0","69","24","14","0","0","0"
"1998-01-30 08:10:00.0","0","11","0","0","44","4","0","0","0","0"
"1998-01-30 08:20:00.0","0","24","0","0","51","0","0","0","0","0"
"1998-01-30 08:30:00.0","0","7","13","0","70","5","1","0","12","0"
"1998-01-30 08:40:00.0","0","2","0","0","73","20","14","0","8","0"
"1998-01-30 08:50:00.0","0","2","0","0","117","33","14","0","0","0"
"1998-01-30 09:00:00.0","0","7","0","0","182","33","15","0","0","0"
"1998-01-30 09:10:00.0","0","25","0","0","143","26","14","0","6","0"
"1998-01-30 09:20:00.0","0","7","0","0","68","15","16","0","13","0"
"1998-01-30 09:30:00.0","0","2","0","0","43","0","13","0","0","0"
"1998-01-30 09:40:00.0","0","2","0","0","32","0","3","0","0","0"
"1998-01-30 09:50:00.0","0","4","0","0","33","0","0","0","0","0"
"1998-01-30 10:00:00.0","0","25","0","0","72","0","0","0","20","0"
"1998-01-30 10:10:00.0","0","12","0","0","58","14","3","0","0","0"
"1998-01-30 10:20:00.0","0","2","0","0","98","42","15","0","0","0"
"1998-01-30 10:30:00.0","0","2","0","0","66","20","14","0","0","0"
"1998-01-30 10:40:00.0","0","2","0","0","81","20","14","0","15","0"
"1998-01-30 10:50:00.0","0","20","0","0","88","20","14","0","6","0"
"1998-01-30 11:00:00.0","0","20","0","0","82","20","14","0","0","0"
"1998-01-30 11:10:00.0","0","2","0","0","65","19","14","0","0","0"
"1998-01-30 11:20:00.0","0","2","0","0","58","6","14","0","6","0"
"1998-01-30 11:30:00.0","0","2","6","0","66","1","13","0","15","0"
"1998-01-30 11:40:00.0","0","12","27","0","83","1","15","0","0","0"
"1998-01-30 11:50:00.0","0","25","10","0","70","0","14","0","0","0"
"1998-01-30 12:00:00.0","0","12","0","0","57","6","15","0","0","0"
"1998-01-30 12:10:00.0","0","2","0","0","65","0","14","0","22","0"
"1998-01-30 12:20:00.0","0","2","36","0","88","7","14","0","0","0"
"1998-01-30 12:30:00.0","0","24","0","0","68","0","14","0","0","0"
"1998-01-30 12:40:00.0","0","15","0","0","63","3","15","0","0","0"
"1998-01-30 12:50:00.0","0","2","0","0","67","1","14","2","15","0"
"1998-01-30 13:00:00.0","0","2","0","0","62","0","15","11","6","0"
"1998-01-30 13:10:00.0","0","2","0","0","59","5","14","7","0","0"
"1998-01-30 13:20:00.0","0","25","0","0","55","0","2","0","0","0"
"1998-01-30 13:30:00.0","0","14","0","0","65","15","0","0","9","0"
"1998-01-30 13:40:00.0","0","2","0","0","65","20","0","0","13","0"
"1998-01-30 13:50:00.0","0","2","0","0","43","8","5","0","0","0"
"1998-01-30 14:00:00.0","0","2","0","0","45","0","13","0","0","0"
"1998-01-30 14:10:00.0","0","23","0","0","66","0","13","0","1","0"
"1998-01-30 14:20:00.0","0","16","0","0","76","0","13","0","20","0"
"1998-01-30 14:30:00.0","0","2","0","0","45","0","12","0","0","0"
"1998-01-30 14:40:00.0","0","2","0","0","44","0","13","0","0","0"
"1998-01-30 14:50:00.0","0","3","19","0","64","1","12","0","0","0"
"1998-01-30 15:00:00.0","0","22","41","0","121","1","13","0","19","0"
"1998-01-30 15:10:00.0","0","17","0","0","62","0","13","0","2","0"
"1998-01-30 15:20:00.0","0","2","0","0","45","0","14","0","0","0"
"1998-01-30 15:30:00.0","0","2","0","0","46","0","14","0","0","0"
"1998-01-30 15:40:00.0","0","2","0","0","60","0","14","0","14","0"
"1998-01-30 15:50:00.0","0","19","0","0","82","16","13","0","9","0"
"1998-01-30 16:00:00.0","0","21","0","0","104","36","14","0","0","0"
"1998-01-30 16:10:00.0","0","2","0","0","74","23","13","0","0","0"
"1998-01-30 16:20:00.0","0","3","0","0","57","1","13","0","11","0"
"1998-01-30 16:30:00.0","0","2","0","0","64","10","13","0","10","0"
"1998-01-30 16:40:00.0","0","23","0","0","82","18","12","0","0","0"
"1998-01-30 16:50:00.0","0","18","0","0","59","0","13","0","0","0"
"1998-01-30 17:00:00.0","0","2","0","0","49","0","12","0","5","0"
"1998-01-30 17:10:00.0","0","2","0","0","66","6","13","0","16","0"
"1998-01-30 17:20:00.0","0","2","0","0","55","0","13","10","0","0"
"1998-01-30 17:30:00.0","0","20","0","0","73","0","13","12","0","0"
"1998-01-30 17:40:00.0","0","20","0","0","53","1","1","2","0","0"
"1998-01-30 17:50:00.0","0","2","0","0","72","12","6","0","21","0"
"1998-01-30 18:00:00.0","0","2","0","0","79","32","15","0","0","0"
"1998-01-30 18:10:00.0","0","2","0","0","86","37","14","0","0","0"
"1998-01-30 18:20:00.0","0","22","0","0","112","43","14","0","0","0"
"1998-01-30 18:30:00.0","0","23","0","0","138","52","16","0","15","0"
"1998-01-30 18:40:00.0","0","2","0","0","93","33","14","0","6","13"
"1998-01-30 18:50:00.0","0","2","0","0","200","32","13","0","0","127"
"1998-01-30 19:00:00.0","0","4","0","0","83","21","14","0","11","5"
"1998-01-30 19:10:00.0","0","25","0","0","99","17","14","0","13","4"
"1998-01-30 19:20:00.0","0","19","0","0","80","17","13","0","0","2"
"1998-01-30 19:30:00.0","0","2","0","0","57","16","14","0","5","0"
"1998-01-30 19:40:00.0","0","2","0","0","191","19","14","0","17","6"
"1998-01-30 19:50:00.0","0","8","0","0","116","33","14","0","0","0"
"1998-01-30 20:00:00.0","0","24","0","0","89","17","15","0","0","0"
"1998-01-30 20:10:00.0","0","12","0","0","89","16","14","0","19","0"
"1998-01-30 20:20:00.0","0","2","0","0","65","17","13","0","2","0"
"1998-01-30 20:30:00.0","0","2","0","0","63","17","14","0","0","0"
"1998-01-30 20:40:00.0","0","7","35","0","138","39","14","0","11","0"
"1998-01-30 20:50:00.0","0","24","0","0","106","28","14","0","11","0"
"1998-01-30 21:00:00.0","0","14","0","9","99","31","14","0","0","0"
"1998-01-30 21:10:00.0","0","2","0","10","79","22","14","0","0","0"
"1998-01-30 21:20:00.0","0","2","0","2","91","23","14","0","21","0"
"1998-01-30 21:30:00.0","0","3","0","0","70","23","13","0","0","0"
"1998-01-30 21:40:00.0","0","25","0","0","97","28","15","0","0","0"
"1998-01-30 21:50:00.0","0","18","0","0","95","22","14","0","13","0"
"1998-01-30 22:00:00.0","0","2","0","0","74","21","14","0","8","0"
"1998-01-30 22:10:00.0","0","2","0","0","67","21","13","0","0","0"
"1998-01-30 22:20:00.0","0","2","0","0","70","22","14","0","1","0"
"1998-01-30 22:30:00.0","0","24","0","0","121","42","13","0","20","0"
"1998-01-30 22:40:00.0","0","19","0","0","94","37","13","0","0","0"
"1998-01-30 22:50:00.0","0","2","0","0","67","21","13","0","0","0"
"1998-01-30 23:00:00.0","0","2","0","0","78","21","14","0","12","0"
"1998-01-30 23:10:00.0","0","2","0","0","77","22","14","0","9","0"
"1998-01-30 23:20:00.0","0","21","0","0","84","21","13","0","0","0"
"1998-01-30 23:30:00.0","0","21","0","0","84","22","13","0","0","0"
"1998-01-30 23:40:00.0","0","2","0","0","76","11","12","0","21","0"
"1998-01-30 23:50:00.0","0","2","0","0","48","5","12","0","0","0"
"1998-01-31 00:00:00.0","0","2","0","0","49","5","12","0","0","0"
"1998-01-31 00:10:00.0","0","18","0","0","58","5","12","0","8","0"
"1998-01-31 00:20:00.0","0","23","0","0","67","5","13","0","13","0"
"1998-01-31 00:30:00.0","0","3","0","0","38","5","12","0","0","0"
"1998-01-31 00:40:00.0","0","9","0","0","44","4","12","0","4","0"
"1998-01-31 00:50:00.0","0","9","0","0","45","5","12","0","4","0"
"1998-01-31 01:00:00.0","0","9","0","0","53","5","12","0","4","0"
"1998-01-31 01:10:00.0","0","9","0","0","53","5","12","0","4","0"
"1998-01-31 01:20:00.0","0","12","0","0","50","12","15","0","4","0"
"1998-01-31 01:30:00.0","0","2","0","0","58","7","13","0","19","0"
"1998-01-31 01:40:00.0","0","2","0","0","21","1","2","0","0","0"
"1998-01-31 01:50:00.0","0","9","0","0","26","0","0","0","0","0"
"1998-01-31 02:00:00.0","0","24","0","0","46","0","0","0","7","0"
"1998-01-31 02:10:00.0","0","9","0","0","36","0","0","0","12","0"
"1998-01-31 02:20:00.0","0","2","0","0","19","0","0","0","0","0"
"1998-01-31 02:30:00.0","0","1","0","0","19","0","0","0","0","0"
"1998-01-31 02:40:00.0","0","5","0","0","28","0","0","0","8","0"
"1998-01-31 02:50:00.0","0","25","0","0","51","0","0","0","12","0"
"1998-01-31 03:00:00.0","0","12","0","0","28","0","0","0","0","0"
"1998-01-31 03:10:00.0","0","2","0","0","19","0","0","0","0","0"
"1998-01-31 03:20:00.0","0","2","0","0","24","0","0","0","5","0"
"1998-01-31 03:30:00.0","0","2","0","0","31","0","0","0","13","0"
"1998-01-31 03:40:00.0","0","23","0","0","38","0","0","0","0","0"
"1998-01-31 03:50:00.0","0","15","0","0","34","2","0","0","0","0"
"1998-01-31 04:00:00.0","0","2","27","0","64","17","0","0","0","0"
"1998-01-31 04:10:00.0","0","2","0","0","47","17","0","0","10","0"
"1998-01-31 04:20:00.0","0","2","0","0","61","32","0","0","9","0"
"1998-01-31 04:30:00.0","0","24","0","0","66","27","0","0","0","0"
"1998-01-31 04:40:00.0","0","14","0","0","30","0","0","0","0","0"
"1998-01-31 04:50:00.0","0","2","0","0","19","0","0","0","0","0"
"1998-01-31 05:00:00.0","0","2","0","0","38","0","0","0","10","0"
"1998-01-31 05:10:00.0","0","2","0","0","42","0","0","0","10","0"
"1998-01-31 05:20:00.0","0","19","0","0","47","0","0","0","0","0"
"1998-01-31 05:30:00.0","0","20","0","0","40","0","0","0","0","0"
"1998-01-31 05:40:00.0","0","2","0","0","19","0","0","0","0","0"
"1998-01-31 05:50:00.0","0","2","0","0","19","0","0","0","0","0"
"1998-01-31 06:00:00.0","0","2","0","0","47","0","0","0","23","0"
"1998-01-31 06:10:00.0","0","11","0","0","41","0","0","0","0","0"
"1998-01-31 06:20:00.0","0","24","0","0","52","0","0","0","0","0"
"1998-01-31 06:30:00.0","0","6","0","0","35","0","0","0","0","0"
"1998-01-31 06:40:00.0","0","2","0","0","47","0","0","0","16","0"
"1998-01-31 06:50:00.0","0","2","0","0","36","0","0","0","5","0"
"1998-01-31 07:00:00.0","0","2","0","0","31","0","0","0","0","0"
"1998-01-31 07:10:00.0","0","25","0","0","53","0","0","0","0","0"
