"Time","Chest freezer (Storeroom, 191l)","Fridge freezer (172l/94l)","Halogen lamp 1 (0,5kW)","Microwave oven (0,7kW)","Site consumption ()","Total site light consumption ()","TV (36cm)","Washing machine ()"
"1998-01-26 14:10:00.0","0","21","0","0","34","0","0","0"
"1998-01-26 14:20:00.0","0","8","0","0","22","0","0","0"
"1998-01-26 14:30:00.0","11","11","0","0","37","0","0","0"
"1998-01-26 14:40:00.0","16","21","0","0","49","0","0","0"
"1998-01-26 14:50:00.0","15","13","0","0","42","0","0","0"
"1998-01-26 15:00:00.0","15","6","0","0","35","0","0","0"
"1998-01-26 15:10:00.0","14","21","0","0","48","0","0","0"
"1998-01-26 15:20:00.0","15","18","0","0","45","0","0","0"
"1998-01-26 15:30:00.0","0","3","0","0","20","0","0","0"
"1998-01-26 15:40:00.0","0","18","0","0","34","0","0","0"
"1998-01-26 15:50:00.0","0","20","0","0","34","0","0","0"
"1998-01-26 16:00:00.0","7","7","0","0","29","0","0","0"
"1998-01-26 16:10:00.0","15","12","0","0","41","0","0","0"
"1998-01-26 16:20:00.0","15","21","0","0","48","0","0","0"
"1998-01-26 16:30:00.0","15","10","0","0","39","0","0","0"
"1998-01-26 16:40:00.0","15","8","0","0","36","0","0","0"
"1998-01-26 16:50:00.0","11","20","0","0","45","0","0","0"
"1998-01-26 17:00:00.0","0","17","0","0","32","0","0","0"
"1998-01-26 17:10:00.0","0","3","0","0","20","0","0","0"
"1998-01-26 17:20:00.0","0","19","0","0","34","0","0","0"
"1998-01-26 17:30:00.0","11","20","0","0","46","0","0","0"
"1998-01-26 17:40:00.0","16","5","0","0","35","0","0","0"
"1998-01-26 17:50:00.0","15","13","0","0","42","0","0","0"
"1998-01-26 18:00:00.0","15","20","0","0","64","13","0","0"
"1998-01-26 18:10:00.0","13","10","0","0","72","9","8","0"
"1998-01-26 18:20:00.0","0","8","10","0","64","11","5","0"
"1998-01-26 18:30:00.0","0","20","41","0","99","9","0","0"
"1998-01-26 18:40:00.0","0","13","40","0","92","10","0","0"
"1998-01-26 18:50:00.0","11","7","41","0","115","26","0","0"
"1998-01-26 19:00:00.0","15","22","40","0","133","27","0","0"
"1998-01-26 19:10:00.0","15","20","41","0","132","29","0","0"
"1998-01-26 19:20:00.0","16","13","41","0","123","26","0","0"
"1998-01-26 19:30:00.0","15","6","41","0","110","19","0","0"
"1998-01-26 19:40:00.0","15","21","28","0","106","17","0","0"
"1998-01-26 19:50:00.0","15","20","0","0","78","17","0","0"
"1998-01-26 20:00:00.0","14","16","32","0","108","17","0","0"
"1998-01-26 20:10:00.0","15","3","42","0","107","18","0","0"
"1998-01-26 20:20:00.0","15","21","42","0","125","9","8","0"
"1998-01-26 20:30:00.0","15","20","41","0","125","11","9","0"
"1998-01-26 20:40:00.0","15","10","42","0","124","18","8","0"
"1998-01-26 20:50:00.0","14","10","42","0","115","11","8","0"
"1998-01-26 21:00:00.0","15","20","42","0","123","9","8","0"
"1998-01-26 21:10:00.0","15","20","42","0","122","10","8","0"
"1998-01-26 21:20:00.0","15","4","42","0","109","10","8","0"
"1998-01-26 21:30:00.0","14","15","41","0","118","10","8","0"
"1998-01-26 21:40:00.0","15","21","42","0","123","10","8","0"
"1998-01-26 21:50:00.0","15","6","42","0","111","9","8","0"
"1998-01-26 22:00:00.0","15","15","42","0","119","10","8","0"
"1998-01-26 22:10:00.0","15","21","42","0","124","10","8","0"
"1998-01-26 22:20:00.0","14","6","41","0","110","10","8","0"
"1998-01-26 22:30:00.0","15","14","42","0","117","11","6","0"
"1998-01-26 22:40:00.0","15","21","42","0","104","9","0","0"
"1998-01-26 22:50:00.0","15","10","9","0","66","12","0","0"
"1998-01-26 23:00:00.0","15","10","0","0","48","11","0","0"
"1998-01-26 23:10:00.0","14","21","0","0","50","3","0","0"
"1998-01-26 23:20:00.0","15","14","0","0","41","0","0","0"
"1998-01-26 23:30:00.0","15","7","0","0","35","0","0","0"
"1998-01-26 23:40:00.0","15","20","0","0","48","0","0","0"
"1998-01-26 23:50:00.0","15","16","0","0","42","0","0","0"
"1998-01-27 00:00:00.0","15","6","0","0","35","0","0","0"
"1998-01-27 00:10:00.0","15","21","0","0","48","0","0","0"
"1998-01-27 00:20:00.0","14","15","0","0","43","0","0","0"
"1998-01-27 00:30:00.0","15","6","0","0","35","0","0","0"
"1998-01-27 00:40:00.0","15","21","0","0","49","0","0","0"
"1998-01-27 00:50:00.0","15","16","0","0","44","0","0","0"
"1998-01-27 01:00:00.0","15","4","0","0","32","0","0","0"
"1998-01-27 01:10:00.0","14","21","0","0","48","0","0","0"
"1998-01-27 01:20:00.0","15","17","0","0","45","0","0","0"
"1998-01-27 01:30:00.0","14","4","0","0","31","0","0","0"
"1998-01-27 01:40:00.0","15","19","0","0","46","0","0","0"
"1998-01-27 01:50:00.0","14","19","0","0","45","0","0","0"
"1998-01-27 02:00:00.0","15","3","0","0","32","0","0","0"
"1998-01-27 02:10:00.0","15","19","0","0","45","0","0","0"
"1998-01-27 02:20:00.0","14","20","0","0","47","0","0","0"
"1998-01-27 02:30:00.0","15","5","0","0","33","0","0","0"
"1998-01-27 02:40:00.0","15","15","0","0","43","0","0","0"
"1998-01-27 02:50:00.0","14","20","0","0","48","0","0","0"
"1998-01-27 03:00:00.0","15","8","0","0","36","0","0","0"
"1998-01-27 03:10:00.0","15","13","0","0","41","0","0","0"
"1998-01-27 03:20:00.0","15","20","0","0","48","0","0","0"
"1998-01-27 03:30:00.0","14","9","0","0","37","0","0","0"
"1998-01-27 03:40:00.0","15","12","0","0","40","0","0","0"
"1998-01-27 03:50:00.0","15","21","0","0","47","0","0","0"
"1998-01-27 04:00:00.0","14","9","0","0","37","0","0","0"
"1998-01-27 04:10:00.0","15","11","0","0","39","0","0","0"
"1998-01-27 04:20:00.0","15","20","0","0","47","0","0","0"
"1998-01-27 04:30:00.0","14","10","0","0","38","0","0","0"
"1998-01-27 04:40:00.0","15","11","0","0","39","0","0","0"
"1998-01-27 04:50:00.0","14","20","0","0","47","0","0","0"
"1998-01-27 05:00:00.0","15","11","0","0","40","0","0","0"
"1998-01-27 05:10:00.0","15","9","0","0","37","0","0","0"
"1998-01-27 05:20:00.0","14","21","0","0","48","0","0","0"
"1998-01-27 05:30:00.0","15","12","0","0","41","0","0","0"
"1998-01-27 05:40:00.0","14","8","0","0","35","0","0","0"
"1998-01-27 05:50:00.0","15","20","0","0","47","0","0","0"
"1998-01-27 06:00:00.0","15","14","0","0","41","0","0","0"
"1998-01-27 06:10:00.0","14","6","0","0","38","4","0","0"
"1998-01-27 06:20:00.0","15","21","0","0","58","10","0","0"
"1998-01-27 06:30:00.0","14","16","0","0","62","17","0","0"
"1998-01-27 06:40:00.0","15","4","0","0","60","21","0","0"
"1998-01-27 06:50:00.0","15","21","0","0","82","23","0","0"
"1998-01-27 07:00:00.0","14","18","0","0","87","30","0","0"
"1998-01-27 07:10:00.0","15","3","0","0","91","48","0","0"
"1998-01-27 07:20:00.0","14","21","0","0","87","30","0","0"
"1998-01-27 07:30:00.0","15","19","0","0","75","25","0","0"
"1998-01-27 07:40:00.0","14","3","0","0","36","4","0","0"
"1998-01-27 07:50:00.0","15","18","0","0","45","0","0","0"
"1998-01-27 08:00:00.0","14","21","0","0","47","0","0","0"
"1998-01-27 08:10:00.0","15","4","0","0","33","0","0","0"
"1998-01-27 08:20:00.0","14","16","0","0","43","0","0","0"
"1998-01-27 08:30:00.0","15","20","0","0","48","0","0","0"
"1998-01-27 08:40:00.0","14","5","0","0","34","0","0","0"
"1998-01-27 08:50:00.0","15","15","0","0","42","0","0","0"
"1998-01-27 09:00:00.0","14","21","0","0","48","0","0","0"
"1998-01-27 09:10:00.0","15","6","0","0","35","0","0","0"
"1998-01-27 09:20:00.0","14","13","0","0","40","0","0","0"
"1998-01-27 09:30:00.0","14","21","0","0","47","0","0","0"
"1998-01-27 09:40:00.0","15","10","0","0","37","0","0","0"
"1998-01-27 09:50:00.0","14","8","0","0","36","0","0","0"
"1998-01-27 10:00:00.0","14","21","0","0","47","0","0","0"
"1998-01-27 10:10:00.0","15","14","0","0","41","0","0","0"
"1998-01-27 10:20:00.0","14","3","0","0","31","0","0","0"
"1998-01-27 10:30:00.0","14","22","0","0","48","0","0","0"
"1998-01-27 10:40:00.0","14","18","0","0","45","0","0","0"
"1998-01-27 10:50:00.0","15","3","0","0","32","0","0","0"
"1998-01-27 11:00:00.0","14","18","0","0","45","0","0","0"
"1998-01-27 11:10:00.0","14","21","0","0","46","0","0","0"
"1998-01-27 11:20:00.0","14","3","0","0","31","0","0","0"
"1998-01-27 11:30:00.0","14","15","0","0","41","0","0","0"
"1998-01-27 11:40:00.0","14","20","0","0","46","0","0","0"
"1998-01-27 11:50:00.0","14","8","0","0","36","0","0","0"
"1998-01-27 12:00:00.0","14","12","0","0","38","0","0","0"
"1998-01-27 12:10:00.0","15","22","0","49","104","1","3","0"
"1998-01-27 12:20:00.0","14","15","0","0","53","0","8","0"
"1998-01-27 12:30:00.0","15","4","0","0","46","0","9","0"
"1998-01-27 12:40:00.0","14","22","0","0","61","2","5","0"
"1998-01-27 12:50:00.0","14","18","0","0","50","0","0","0"
"1998-01-27 13:00:00.0","15","3","0","0","35","0","0","0"
"1998-01-27 13:10:00.0","14","21","0","0","51","0","0","0"
"1998-01-27 13:20:00.0","14","19","0","0","49","1","0","0"
"1998-01-27 13:30:00.0","15","4","0","0","35","1","0","0"
"1998-01-27 13:40:00.0","14","19","0","0","48","0","0","0"
"1998-01-27 13:50:00.0","14","20","0","0","49","0","0","0"
"1998-01-27 14:00:00.0","15","4","0","0","34","0","0","0"
"1998-01-27 14:10:00.0","14","17","0","0","46","0","0","0"
"1998-01-27 14:20:00.0","6","21","0","0","42","0","0","0"
"1998-01-27 14:30:00.0","0","5","0","0","24","0","0","0"
"1998-01-27 14:40:00.0","0","15","0","0","32","0","0","0"
"1998-01-27 14:50:00.0","4","21","0","0","41","0","0","0"
"1998-01-27 15:00:00.0","16","8","0","0","40","0","0","0"
"1998-01-27 15:10:00.0","15","12","0","0","43","0","0","0"
"1998-01-27 15:20:00.0","15","21","0","0","49","0","0","0"
"1998-01-27 15:30:00.0","15","11","0","0","40","0","0","0"
"1998-01-27 15:40:00.0","15","8","0","0","38","0","0","0"
"1998-01-27 15:50:00.0","14","21","0","0","49","0","0","0"
"1998-01-27 16:00:00.0","14","14","0","0","43","0","0","0"
"1998-01-27 16:10:00.0","15","6","0","0","36","0","0","0"
"1998-01-27 16:20:00.0","1","21","0","0","38","0","0","0"
"1998-01-27 16:30:00.0","0","18","0","0","33","0","0","0"
"1998-01-27 16:40:00.0","0","3","0","0","22","0","0","0"
"1998-01-27 16:50:00.0","10","20","0","0","46","0","0","0"
"1998-01-27 17:00:00.0","16","20","0","0","51","0","0","0"
"1998-01-27 17:10:00.0","15","4","0","0","34","0","0","0"
"1998-01-27 17:20:00.0","15","16","0","0","47","3","0","0"
"1998-01-27 17:30:00.0","14","21","0","0","270","14","7","193"
"1998-01-27 17:40:00.0","15","11","0","0","436","36","8","339"
"1998-01-27 17:50:00.0","14","8","0","0","115","35","8","32"
"1998-01-27 18:00:00.0","15","21","0","0","122","26","9","31"
"1998-01-27 18:10:00.0","14","15","0","0","111","19","8","28"
"1998-01-27 18:20:00.0","14","3","0","0","105","19","9","32"
"1998-01-27 18:30:00.0","14","21","0","0","164","21","9","74"
"1998-01-27 18:40:00.0","14","21","0","0","90","29","4","0"
"1998-01-27 18:50:00.0","9","3","0","0","62","31","0","0"
"1998-01-27 19:00:00.0","0","14","0","0","75","44","0","0"
"1998-01-27 19:10:00.0","0","21","0","0","77","39","0","0"
"1998-01-27 19:20:00.0","2","14","0","0","69","35","0","0"
"1998-01-27 19:30:00.0","16","7","41","0","121","39","0","0"
"1998-01-27 19:40:00.0","15","21","42","0","117","22","0","0"
"1998-01-27 19:50:00.0","15","17","43","0","115","21","0","0"
"1998-01-27 20:00:00.0","15","5","43","0","113","4","8","0"
"1998-01-27 20:10:00.0","15","22","42","0","132","6","9","0"
"1998-01-27 20:20:00.0","14","16","42","0","129","10","8","0"
"1998-01-27 20:30:00.0","15","4","42","0","110","2","8","0"
"1998-01-27 20:40:00.0","14","22","41","0","139","16","9","0"
"1998-01-27 20:50:00.0","14","18","42","0","130","9","8","0"
"1998-01-27 21:00:00.0","15","3","42","0","116","10","8","0"
"1998-01-27 21:10:00.0","14","20","42","0","131","10","8","0"
"1998-01-27 21:20:00.0","14","20","42","0","131","10","8","0"
"1998-01-27 21:30:00.0","15","3","42","0","117","12","8","0"
"1998-01-27 21:40:00.0","14","19","42","0","122","10","7","0"
"1998-01-27 21:50:00.0","14","21","42","0","123","10","8","0"
"1998-01-27 22:00:00.0","14","4","42","0","106","10","8","0"
"1998-01-27 22:10:00.0","15","17","41","0","117","10","7","0"
"1998-01-27 22:20:00.0","14","21","42","0","121","9","8","0"
"1998-01-27 22:30:00.0","6","8","42","0","102","10","7","0"
"1998-01-27 22:40:00.0","0","13","41","0","99","12","5","0"
"1998-01-27 22:50:00.0","0","21","18","0","68","10","0","0"
"1998-01-27 23:00:00.0","5","11","0","0","29","0","0","0"
"1998-01-27 23:10:00.0","16","11","0","0","39","0","0","0"
"1998-01-27 23:20:00.0","15","21","0","0","46","0","0","0"
"1998-01-27 23:30:00.0","15","12","0","0","39","0","0","0"
"1998-01-27 23:40:00.0","14","9","0","0","36","0","0","0"
"1998-01-27 23:50:00.0","15","22","0","0","47","0","0","0"
"1998-01-28 00:00:00.0","15","13","0","0","41","0","0","0"
"1998-01-28 00:10:00.0","14","8","0","0","35","0","0","0"
"1998-01-28 00:20:00.0","15","21","0","0","47","0","0","0"
"1998-01-28 00:30:00.0","14","16","0","0","43","0","0","0"
"1998-01-28 00:40:00.0","15","5","0","0","32","0","0","0"
"1998-01-28 00:50:00.0","14","21","0","0","48","0","0","0"
"1998-01-28 01:00:00.0","14","19","0","0","45","0","0","0"
"1998-01-28 01:10:00.0","14","4","0","0","30","0","0","0"
"1998-01-28 01:20:00.0","2","18","0","0","34","0","0","0"
"1998-01-28 01:30:00.0","0","21","0","0","33","0","0","0"
"1998-01-28 01:40:00.0","0","6","0","0","21","0","0","0"
"1998-01-28 01:50:00.0","10","14","0","0","38","0","0","0"
"1998-01-28 02:00:00.0","16","21","0","0","48","0","0","0"
"1998-01-28 02:10:00.0","15","11","0","0","38","0","0","0"
"1998-01-28 02:20:00.0","14","8","0","0","37","0","0","0"
"1998-01-28 02:30:00.0","15","21","0","0","48","0","0","0"
"1998-01-28 02:40:00.0","15","16","0","0","43","0","0","0"
"1998-01-28 02:50:00.0","14","4","0","0","32","0","0","0"
"1998-01-28 03:00:00.0","15","21","0","0","48","0","0","0"
"1998-01-28 03:10:00.0","14","20","0","0","47","0","0","0"
"1998-01-28 03:20:00.0","14","4","0","0","32","0","0","0"
"1998-01-28 03:30:00.0","15","16","0","0","42","0","0","0"
"1998-01-28 03:40:00.0","14","21","0","0","47","0","0","0"
"1998-01-28 03:50:00.0","14","8","0","0","35","0","0","0"
"1998-01-28 04:00:00.0","7","12","0","0","32","0","0","0"
"1998-01-28 04:10:00.0","0","21","0","0","35","0","0","0"
"1998-01-28 04:20:00.0","0","12","0","0","26","0","0","0"
"1998-01-28 04:30:00.0","5","7","0","0","27","0","0","0"
"1998-01-28 04:40:00.0","15","21","0","0","49","0","0","0"
"1998-01-28 04:50:00.0","15","16","0","0","45","0","0","0"
"1998-01-28 05:00:00.0","15","4","0","0","32","0","0","0"
"1998-01-28 05:10:00.0","15","20","0","0","47","0","0","0"
"1998-01-28 05:20:00.0","15","21","0","0","48","0","0","0"
"1998-01-28 05:30:00.0","14","4","0","0","32","0","0","0"
"1998-01-28 05:40:00.0","14","15","0","0","42","0","0","0"
"1998-01-28 05:50:00.0","15","21","0","0","47","0","0","0"
"1998-01-28 06:00:00.0","14","9","0","0","36","0","0","0"
"1998-01-28 06:10:00.0","14","9","0","0","41","4","0","0"
"1998-01-28 06:20:00.0","15","21","0","0","64","17","0","0"
"1998-01-28 06:30:00.0","14","14","0","0","63","22","0","0"
"1998-01-28 06:40:00.0","14","7","0","0","62","20","0","0"
"1998-01-28 06:50:00.0","5","21","0","0","74","23","0","0"
"1998-01-28 07:00:00.0","0","15","0","0","72","32","0","0"
"1998-01-28 07:10:00.0","0","5","0","0","62","30","0","0"
"1998-01-28 07:20:00.0","5","21","0","0","73","22","0","0"
"1998-01-28 07:30:00.0","16","16","0","0","75","20","0","0"
"1998-01-28 07:40:00.0","15","4","0","0","45","14","0","0"
"1998-01-28 07:50:00.0","15","22","0","0","48","0","0","0"
"1998-01-28 08:00:00.0","14","17","0","0","44","0","0","0"
"1998-01-28 08:10:00.0","15","3","0","0","32","0","0","0"
"1998-01-28 08:20:00.0","14","21","0","0","46","0","0","0"
"1998-01-28 08:30:00.0","15","19","0","0","46","0","0","0"
"1998-01-28 08:40:00.0","14","3","0","0","31","0","0","0"
"1998-01-28 08:50:00.0","14","18","0","0","45","0","0","0"
"1998-01-28 09:00:00.0","14","21","0","0","47","0","0","0"
"1998-01-28 09:10:00.0","14","5","0","0","34","0","0","0"
"1998-01-28 09:20:00.0","15","15","0","0","42","0","0","0"
"1998-01-28 09:30:00.0","14","21","0","0","47","0","0","0"
"1998-01-28 09:40:00.0","14","8","0","0","37","0","0","0"
"1998-01-28 09:50:00.0","14","11","0","0","37","0","0","0"
"1998-01-28 10:00:00.0","15","21","0","0","47","0","0","0"
"1998-01-28 10:10:00.0","14","12","0","0","38","0","0","0"
"1998-01-28 10:20:00.0","7","8","0","0","29","0","0","0"
"1998-01-28 10:30:00.0","0","21","0","0","35","0","0","0"
"1998-01-28 10:40:00.0","0","15","0","0","29","0","0","0"
"1998-01-28 10:50:00.0","5","3","0","0","23","0","0","0"
"1998-01-28 11:00:00.0","15","22","0","0","50","0","0","0"
"1998-01-28 11:10:00.0","15","19","0","0","45","0","0","0"
"1998-01-28 11:20:00.0","15","3","0","0","32","0","0","0"
"1998-01-28 11:30:00.0","15","18","0","0","44","0","0","0"
"1998-01-28 11:40:00.0","14","21","0","0","47","0","0","0"
"1998-01-28 11:50:00.0","15","7","0","0","34","0","0","0"
"1998-01-28 12:00:00.0","14","12","0","0","40","0","0","0"
"1998-01-28 12:10:00.0","14","21","0","0","47","0","0","0"
"1998-01-28 12:20:00.0","15","12","0","54","96","0","0","0"
"1998-01-28 12:30:00.0","14","9","0","0","45","0","7","0"
"1998-01-28 12:40:00.0","15","22","0","0","58","0","8","0"
"1998-01-28 12:50:00.0","14","15","0","0","52","0","8","0"
"1998-01-28 13:00:00.0","14","4","0","0","43","0","8","0"
"1998-01-28 13:10:00.0","15","22","0","42","105","2","9","0"
"1998-01-28 13:20:00.0","14","21","0","0","57","0","8","0"
"1998-01-28 13:30:00.0","14","4","0","0","43","1","9","0"
"1998-01-28 13:40:00.0","15","16","0","0","54","0","8","0"
"1998-01-28 13:50:00.0","14","22","0","0","58","0","7","0"
"1998-01-28 14:00:00.0","14","10","0","0","49","0","8","0"
"1998-01-28 14:10:00.0","14","9","0","0","47","0","8","0"
"1998-01-28 14:20:00.0","14","21","0","0","58","0","9","0"
"1998-01-28 14:30:00.0","15","21","0","0","49","0","0","0"
"1998-01-28 14:40:00.0","14","3","0","0","36","0","0","0"
"1998-01-28 14:50:00.0","14","12","0","0","45","0","0","0"
"1998-01-28 15:00:00.0","14","21","0","0","52","0","0","0"
"1998-01-28 15:10:00.0","14","20","0","0","50","0","0","0"
"1998-01-28 15:20:00.0","15","3","0","0","36","0","0","0"
"1998-01-28 15:30:00.0","14","20","0","0","50","0","0","0"
"1998-01-28 15:40:00.0","14","21","0","0","51","0","0","0"
"1998-01-28 15:50:00.0","14","4","0","0","36","0","0","0"
"1998-01-28 16:00:00.0","14","18","0","0","47","0","0","0"
"1998-01-28 16:10:00.0","14","21","0","0","51","1","0","0"
"1998-01-28 16:20:00.0","14","8","0","0","40","0","0","0"
"1998-01-28 16:30:00.0","14","14","0","0","44","0","0","0"
"1998-01-28 16:40:00.0","14","21","0","0","50","0","0","0"
"1998-01-28 16:50:00.0","15","9","0","0","40","0","0","0"
"1998-01-28 17:00:00.0","14","13","0","0","41","0","0","0"
"1998-01-28 17:10:00.0","14","21","0","0","54","5","0","0"
"1998-01-28 17:20:00.0","14","13","0","0","45","2","0","0"
"1998-01-28 17:30:00.0","14","6","37","0","89","12","0","0"
"1998-01-28 17:40:00.0","7","21","43","0","103","17","0","0"
"1998-01-28 17:50:00.0","0","21","41","0","95","16","0","0"
"1998-01-28 18:00:00.0","0","12","42","0","88","16","0","0"
"1998-01-28 18:10:00.0","4","7","41","0","104","10","6","0"
"1998-01-28 18:20:00.0","15","7","41","0","122","9","8","0"
"1998-01-28 18:30:00.0","16","22","42","0","130","10","8","0"
"1998-01-28 18:40:00.0","14","21","41","0","124","2","8","0"
"1998-01-28 18:50:00.0","15","15","41","9","138","9","8","0"
"1998-01-28 19:00:00.0","14","10","42","0","130","16","8","0"
"1998-01-28 19:10:00.0","15","22","2","0","96","16","8","0"
"1998-01-28 19:20:00.0","14","8","0","0","90","21","9","0"
"1998-01-28 19:30:00.0","15","18","0","0","103","26","8","0"
"1998-01-28 19:40:00.0","14","18","0","0","103","25","8","0"
"1998-01-28 19:50:00.0","14","7","0","0","85","19","8","0"
"1998-01-28 20:00:00.0","15","21","0","0","100","19","9","0"
"1998-01-28 20:10:00.0","14","11","0","0","90","20","8","0"
"1998-01-28 20:20:00.0","14","14","0","0","91","19","8","0"
"1998-01-28 20:30:00.0","2","21","0","0","87","19","8","0"
"1998-01-28 20:40:00.0","0","3","0","0","72","19","8","0"
"1998-01-28 20:50:00.0","0","22","0","0","87","19","9","0"
"1998-01-28 21:00:00.0","10","12","0","0","77","20","8","0"
"1998-01-28 21:10:00.0","16","13","0","0","84","19","8","0"
"1998-01-28 21:20:00.0","15","21","0","0","90","19","8","0"
"1998-01-28 21:30:00.0","15","3","0","0","62","11","8","0"
"1998-01-28 21:40:00.0","15","22","0","0","82","10","9","0"
"1998-01-28 21:50:00.0","14","13","0","0","73","10","8","0"
"1998-01-28 22:00:00.0","15","12","0","0","72","10","8","0"
"1998-01-28 22:10:00.0","14","22","0","0","70","10","0","0"
"1998-01-28 22:20:00.0","15","7","0","0","41","7","0","0"
"1998-01-28 22:30:00.0","14","17","0","0","43","0","0","0"
"1998-01-28 22:40:00.0","14","21","0","0","44","0","0","0"
"1998-01-28 22:50:00.0","15","3","0","0","29","0","0","0"
"1998-01-28 23:00:00.0","14","22","0","0","48","0","0","0"
"1998-01-28 23:10:00.0","15","14","0","0","41","0","0","0"
"1998-01-28 23:20:00.0","14","11","0","0","37","0","0","0"
"1998-01-28 23:30:00.0","14","21","0","0","47","0","0","0"
"1998-01-28 23:40:00.0","15","8","0","0","35","0","0","0"
"1998-01-28 23:50:00.0","14","17","0","0","42","0","0","0"
"1998-01-29 00:00:00.0","14","18","0","0","43","0","0","0"
"1998-01-29 00:10:00.0","15","6","0","0","33","0","0","0"
"1998-01-29 00:20:00.0","14","21","0","0","47","0","0","0"
"1998-01-29 00:30:00.0","4","11","0","0","29","0","0","0"
"1998-01-29 00:40:00.0","0","14","0","0","29","0","0","0"
"1998-01-29 00:50:00.0","0","21","0","0","34","0","0","0"
"1998-01-29 01:00:00.0","7","4","0","0","26","0","0","0"
"1998-01-29 01:10:00.0","15","9","0","0","37","0","0","0"
"1998-01-29 01:20:00.0","15","22","0","0","48","0","0","0"
