"Time","Clothes drier (without condenser) ()","Electric Cooker (hot plate+oven) ()","Fridge freezer (Kitchen, 203l/117l)","Halogen lamp 1 (0,5kW)","Microwave oven ()","Site consumption ()","Total site light consumption ()","TV (36cm)","Washing machine (5kg,750rpm)","Water heater ()"
"1998-02-07 07:00:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-07 07:10:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-07 07:20:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-07 07:30:00.0","0","0","28","0","0","0","0","0","0","0"
"1998-02-07 07:40:00.0","0","0","16","0","0","0","0","0","0","0"
"1998-02-07 07:50:00.0","0","0","2","0","0","0","0","0","0","0"
"1998-02-07 08:00:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-07 08:10:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-07 08:20:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-07 08:30:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-07 08:40:00.0","0","0","8","0","0","0","0","0","0","0"
"1998-02-07 08:50:00.0","0","0","26","0","0","0","0","0","0","0"
"1998-02-07 09:00:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-02-07 09:10:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-07 09:20:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-07 09:30:00.0","0","0","0","0","0","0","0","2","0","0"
"1998-02-07 09:40:00.0","0","0","0","0","128","0","0","9","0","0"
"1998-02-07 09:50:00.0","0","0","4","0","0","0","0","9","254","0"
"1998-02-07 10:00:00.0","0","0","11","0","0","0","0","9","58","0"
"1998-02-07 10:10:00.0","0","0","15","0","0","0","0","9","419","0"
"1998-02-07 10:20:00.0","0","0","14","0","0","0","0","9","419","0"
"1998-02-07 10:30:00.0","0","0","1","0","0","0","0","9","234","0"
"1998-02-07 10:40:00.0","0","0","0","0","0","0","0","9","15","0"
"1998-02-07 10:50:00.0","0","0","8","0","0","0","0","9","14","0"
"1998-02-07 11:00:00.0","0","0","8","0","0","0","0","8","15","0"
"1998-02-07 11:10:00.0","0","0","0","0","0","0","0","9","14","0"
"1998-02-07 11:20:00.0","0","0","0","0","0","0","0","9","28","0"
"1998-02-07 11:30:00.0","0","0","12","0","0","0","0","9","18","0"
"1998-02-07 11:40:00.0","0","0","14","0","0","0","0","9","252","0"
"1998-02-07 11:50:00.0","0","0","3","0","0","0","0","10","16","0"
"1998-02-07 12:00:00.0","0","0","7","0","0","0","0","9","16","0"
"1998-02-07 12:10:00.0","0","0","11","0","0","0","0","9","13","0"
"1998-02-07 12:20:00.0","0","0","0","0","0","0","0","9","13","0"
"1998-02-07 12:30:00.0","125","0","0","0","0","0","0","9","18","0"
"1998-02-07 12:40:00.0","341","0","0","0","0","0","0","10","30","0"
"1998-02-07 12:50:00.0","69","0","14","0","0","0","0","9","0","0"
"1998-02-07 13:00:00.0","18","0","16","0","0","0","0","9","0","0"
"1998-02-07 13:10:00.0","0","0","17","0","0","0","0","9","357","0"
"1998-02-07 13:20:00.0","0","0","3","0","0","0","0","9","160","0"
"1998-02-07 13:30:00.0","0","0","0","0","0","0","0","9","16","0"
"1998-02-07 13:40:00.0","197","0","0","0","0","0","0","10","13","0"
"1998-02-07 13:50:00.0","358","0","0","0","0","0","0","8","16","0"
"1998-02-07 14:00:00.0","356","0","2","0","0","0","0","9","13","0"
"1998-02-07 14:10:00.0","194","0","29","0","0","0","0","9","30","0"
"1998-02-07 14:20:00.0","76","0","19","0","0","0","0","9","8","0"
"1998-02-07 14:30:00.0","0","0","2","0","0","0","0","10","198","0"
"1998-02-07 14:40:00.0","0","0","0","0","0","0","0","9","63","0"
"1998-02-07 14:50:00.0","0","0","0","0","0","0","0","9","13","0"
"1998-02-07 15:00:00.0","247","0","0","0","0","0","0","8","11","0"
"1998-02-07 15:10:00.0","355","0","0","0","0","0","0","9","8","0"
"1998-02-07 15:20:00.0","351","0","14","0","0","0","0","9","17","0"
"1998-02-07 15:30:00.0","346","0","21","0","0","0","0","8","32","0"
"1998-02-07 15:40:00.0","345","0","14","0","0","0","0","9","1","0"
"1998-02-07 15:50:00.0","231","0","2","0","0","0","0","9","0","0"
"1998-02-07 16:00:00.0","31","0","0","0","0","0","0","9","0","0"
"1998-02-07 16:10:00.0","287","0","0","0","0","0","0","9","0","0"
"1998-02-07 16:20:00.0","31","0","0","0","0","0","0","8","0","0"
"1998-02-07 16:30:00.0","25","0","13","0","0","0","0","9","0","0"
"1998-02-07 16:40:00.0","0","0","10","0","0","0","0","9","0","0"
"1998-02-07 16:50:00.0","0","0","15","0","0","0","0","9","0","0"
"1998-02-07 17:00:00.0","0","0","13","0","0","0","0","9","0","0"
"1998-02-07 17:10:00.0","0","0","1","0","0","0","0","9","0","0"
"1998-02-07 17:20:00.0","0","0","0","0","0","0","0","8","0","0"
"1998-02-07 17:30:00.0","0","0","0","0","0","0","0","9","0","0"
"1998-02-07 17:40:00.0","0","0","15","0","0","0","0","9","0","0"
"1998-02-07 17:50:00.0","0","0","3","0","0","0","0","8","0","0"
"1998-02-07 18:00:00.0","0","0","3","0","0","0","0","9","0","0"
"1998-02-07 18:10:00.0","0","0","15","0","0","0","0","10","0","0"
"1998-02-07 18:20:00.0","0","0","13","0","0","0","0","8","0","0"
"1998-02-07 18:30:00.0","0","0","1","0","0","0","0","9","0","0"
"1998-02-07 18:40:00.0","0","0","6","0","0","0","0","9","0","0"
"1998-02-07 18:50:00.0","0","0","13","0","0","0","0","9","0","0"
"1998-02-07 19:00:00.0","0","0","0","0","0","0","0","9","0","0"
"1998-02-07 19:10:00.0","0","0","0","0","0","0","0","9","0","0"
"1998-02-07 19:20:00.0","0","0","11","0","0","0","0","9","0","0"
"1998-02-07 19:30:00.0","0","0","14","0","0","0","0","8","0","0"
"1998-02-07 19:40:00.0","0","0","7","0","0","0","0","9","0","0"
"1998-02-07 19:50:00.0","0","0","8","0","0","0","0","9","0","0"
"1998-02-07 20:00:00.0","0","0","11","0","0","0","0","9","0","0"
"1998-02-07 20:10:00.0","0","0","0","0","0","0","0","9","0","0"
"1998-02-07 20:20:00.0","0","0","0","0","0","0","0","9","0","0"
"1998-02-07 20:30:00.0","0","0","9","0","0","0","0","9","0","0"
"1998-02-07 20:40:00.0","0","0","29","0","0","0","0","9","0","0"
"1998-02-07 20:50:00.0","0","0","28","0","0","0","0","9","0","0"
"1998-02-07 21:00:00.0","0","0","17","0","0","0","0","9","0","0"
"1998-02-07 21:10:00.0","0","0","7","0","0","0","0","8","0","0"
"1998-02-07 21:20:00.0","0","0","0","0","0","0","0","9","0","0"
"1998-02-07 21:30:00.0","0","0","0","0","0","0","0","9","0","0"
"1998-02-07 21:40:00.0","0","0","13","0","0","0","0","8","0","0"
"1998-02-07 21:50:00.0","0","0","19","0","0","0","0","9","0","0"
"1998-02-07 22:00:00.0","0","0","21","0","0","0","0","9","0","0"
"1998-02-07 22:10:00.0","0","0","14","0","0","0","0","8","0","0"
"1998-02-07 22:20:00.0","0","0","4","0","0","0","0","9","0","0"
"1998-02-07 22:30:00.0","0","0","0","0","0","0","0","3","0","0"
"1998-02-07 22:40:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-02-07 22:50:00.0","0","0","9","0","0","0","0","0","0","0"
"1998-02-07 23:00:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-07 23:10:00.0","0","0","2","0","0","0","0","0","0","0"
"1998-02-07 23:20:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-02-07 23:30:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-02-07 23:40:00.0","0","0","19","0","0","0","0","0","0","0"
"1998-02-07 23:50:00.0","0","0","8","0","0","0","0","0","0","0"
"1998-02-08 00:00:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-08 00:10:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-08 00:20:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-08 00:30:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-08 00:40:00.0","0","0","25","0","0","0","0","0","0","0"
"1998-02-08 00:50:00.0","0","0","22","0","0","0","0","0","0","0"
"1998-02-08 01:00:00.0","0","0","6","0","0","0","0","0","0","0"
"1998-02-08 01:10:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-08 01:20:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-08 01:30:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-08 01:40:00.0","0","0","11","0","0","0","0","0","0","0"
"1998-02-08 01:50:00.0","0","0","6","0","0","0","0","0","0","0"
"1998-02-08 02:00:00.0","0","0","12","0","0","0","0","0","0","0"
"1998-02-08 02:10:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-02-08 02:20:00.0","0","0","8","0","0","0","0","0","0","0"
"1998-02-08 02:30:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-08 02:40:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-02-08 02:50:00.0","0","0","5","0","0","0","0","0","0","0"
"1998-02-08 03:00:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-08 03:10:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-08 03:20:00.0","0","0","12","0","0","0","0","0","0","0"
"1998-02-08 03:30:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-02-08 03:40:00.0","0","0","21","0","0","0","0","0","0","0"
"1998-02-08 03:50:00.0","0","0","6","0","0","0","0","0","0","0"
"1998-02-08 04:00:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-08 04:10:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-08 04:20:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-08 04:30:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-08 04:40:00.0","0","0","23","0","0","0","0","0","0","0"
"1998-02-08 04:50:00.0","0","0","22","0","0","0","0","0","0","0"
"1998-02-08 05:00:00.0","0","0","7","0","0","0","0","0","0","0"
"1998-02-08 05:10:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-08 05:20:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-08 05:30:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-08 05:40:00.0","0","0","9","0","0","0","0","0","0","0"
"1998-02-08 05:50:00.0","0","0","9","0","0","0","0","0","0","0"
"1998-02-08 06:00:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-02-08 06:10:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-02-08 06:20:00.0","0","0","7","0","0","0","0","0","0","0"
"1998-02-08 06:30:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-08 06:40:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-08 06:50:00.0","0","0","15","0","0","0","0","0","0","0"
"1998-02-08 07:00:00.0","0","0","6","0","0","0","0","0","0","0"
"1998-02-08 07:10:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-08 07:20:00.0","0","0","11","0","0","0","0","0","0","0"
"1998-02-08 07:30:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-02-08 07:40:00.0","0","0","8","0","0","0","0","0","0","0"
"1998-02-08 07:50:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-08 08:00:00.0","0","0","15","0","0","0","0","0","0","0"
"1998-02-08 08:10:00.0","0","0","4","0","0","0","0","0","0","0"
"1998-02-08 08:20:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-08 08:30:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-08 08:40:00.0","0","0","12","0","0","0","0","0","0","0"
"1998-02-08 08:50:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-02-08 09:00:00.0","0","0","11","0","0","0","0","0","0","0"
"1998-02-08 09:10:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-02-08 09:20:00.0","0","0","1","0","42","0","0","0","0","0"
"1998-02-08 09:30:00.0","0","0","0","0","70","0","0","0","33","0"
"1998-02-08 09:40:00.0","0","0","0","0","0","0","0","0","231","0"
"1998-02-08 09:50:00.0","0","0","2","0","0","0","0","0","17","0"
"1998-02-08 10:00:00.0","0","0","28","0","0","0","0","0","16","0"
"1998-02-08 10:10:00.0","0","0","20","0","0","0","0","0","16","0"
"1998-02-08 10:20:00.0","0","0","5","0","0","0","0","0","14","0"
"1998-02-08 10:30:00.0","0","0","0","0","0","0","0","0","28","0"
"1998-02-08 10:40:00.0","0","0","0","0","0","0","0","0","21","0"
"1998-02-08 10:50:00.0","0","0","0","0","0","0","0","0","253","0"
"1998-02-08 11:00:00.0","0","0","3","0","0","0","0","0","14","0"
"1998-02-08 11:10:00.0","0","0","4","0","0","0","0","0","14","0"
"1998-02-08 11:20:00.0","0","0","23","0","0","0","0","0","13","0"
"1998-02-08 11:30:00.0","0","0","14","0","0","0","0","0","10","0"
"1998-02-08 11:40:00.0","0","0","6","0","0","0","0","0","21","0"
"1998-02-08 11:50:00.0","0","0","0","0","0","0","0","0","27","0"
"1998-02-08 12:00:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-08 12:10:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-08 12:20:00.0","0","0","8","0","0","0","0","0","0","0"
"1998-02-08 12:30:00.0","0","0","11","0","0","0","0","0","0","0"
"1998-02-08 12:40:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-02-08 12:50:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-02-08 13:00:00.0","0","0","5","0","0","0","0","0","0","0"
"1998-02-08 13:10:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-08 13:20:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-08 13:30:00.0","0","0","2","0","0","0","0","0","0","0"
"1998-02-08 13:40:00.0","0","0","15","0","0","0","0","0","0","0"
"1998-02-08 13:50:00.0","0","0","1","0","0","0","0","0","0","0"
"1998-02-08 14:00:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-02-08 14:10:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-02-08 14:20:00.0","0","0","5","0","0","0","0","0","0","0"
"1998-02-08 14:30:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-08 14:40:00.0","0","0","4","0","0","0","0","0","0","0"
"1998-02-08 14:50:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-02-08 15:00:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-08 15:10:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-08 15:20:00.0","0","0","12","0","0","0","0","0","0","0"
"1998-02-08 15:30:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-02-08 15:40:00.0","0","0","6","0","0","0","0","0","0","0"
"1998-02-08 15:50:00.0","0","0","3","0","0","0","0","0","0","0"
"1998-02-08 16:00:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-02-08 16:10:00.0","0","0","2","0","0","0","0","0","0","0"
"1998-02-08 16:20:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-08 16:30:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-08 16:40:00.0","0","0","12","0","0","0","0","0","0","0"
"1998-02-08 16:50:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-02-08 17:00:00.0","0","0","7","0","0","0","0","0","0","0"
"1998-02-08 17:10:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-02-08 17:20:00.0","0","0","6","0","0","0","0","0","0","0"
"1998-02-08 17:30:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-08 17:40:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-08 17:50:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-08 18:00:00.0","0","0","10","0","0","0","0","0","0","0"
"1998-02-08 18:10:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-02-08 18:20:00.0","0","0","12","0","0","0","0","0","0","0"
"1998-02-08 18:30:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-02-08 18:40:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-08 18:50:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-08 19:00:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-08 19:10:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-08 19:20:00.0","0","0","11","0","0","0","0","0","0","0"
"1998-02-08 19:30:00.0","0","0","14","0","0","0","0","3","0","0"
"1998-02-08 19:40:00.0","0","0","21","0","0","0","0","9","0","0"
"1998-02-08 19:50:00.0","0","0","9","0","0","0","0","7","0","0"
"1998-02-08 20:00:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-08 20:10:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-08 20:20:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-08 20:30:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-08 20:40:00.0","0","0","12","0","0","0","0","0","0","0"
"1998-02-08 20:50:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-02-08 21:00:00.0","0","0","20","0","0","0","0","0","0","0"
"1998-02-08 21:10:00.0","0","0","6","0","0","0","0","0","0","0"
"1998-02-08 21:20:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-08 21:30:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-08 21:40:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-08 21:50:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-08 22:00:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-02-08 22:10:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-02-08 22:20:00.0","0","0","19","0","0","0","0","0","0","0"
"1998-02-08 22:30:00.0","0","0","5","0","0","0","0","0","0","0"
"1998-02-08 22:40:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-08 22:50:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-08 23:00:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-08 23:10:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-08 23:20:00.0","0","0","15","0","0","0","0","0","0","0"
"1998-02-08 23:30:00.0","0","0","22","0","0","0","0","0","0","0"
"1998-02-08 23:40:00.0","0","0","16","0","0","0","0","0","0","0"
"1998-02-08 23:50:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-09 00:00:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-09 00:10:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-09 00:20:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-09 00:30:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-09 00:40:00.0","0","0","15","0","0","0","0","0","0","0"
"1998-02-09 00:50:00.0","0","0","29","0","0","0","0","0","0","0"
"1998-02-09 01:00:00.0","0","0","7","0","0","0","0","0","0","0"
"1998-02-09 01:10:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-09 01:20:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-09 01:30:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-09 01:40:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-09 01:50:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-09 02:00:00.0","0","0","22","0","0","0","0","0","0","0"
"1998-02-09 02:10:00.0","0","0","25","0","0","0","0","0","0","0"
"1998-02-09 02:20:00.0","0","0","3","0","0","0","0","0","0","0"
"1998-02-09 02:30:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-09 02:40:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-09 02:50:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-09 03:00:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-09 03:10:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-09 03:20:00.0","0","0","25","0","0","0","0","0","0","0"
"1998-02-09 03:30:00.0","0","0","23","0","0","0","0","0","0","0"
"1998-02-09 03:40:00.0","0","0","2","0","0","0","0","0","0","0"
"1998-02-09 03:50:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-09 04:00:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-09 04:10:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-09 04:20:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-09 04:30:00.0","0","0","1","0","0","0","0","0","0","0"
"1998-02-09 04:40:00.0","0","0","30","0","0","0","0","0","0","0"
"1998-02-09 04:50:00.0","0","0","17","0","0","0","0","0","0","0"
"1998-02-09 05:00:00.0","0","0","2","0","0","0","0","0","0","0"
"1998-02-09 05:10:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-09 05:20:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-09 05:30:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-09 05:40:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-09 05:50:00.0","0","0","8","0","0","0","0","0","0","0"
"1998-02-09 06:00:00.0","0","0","27","0","0","0","0","0","0","0"
"1998-02-09 06:10:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-02-09 06:20:00.0","0","0","1","0","0","0","0","0","0","0"
"1998-02-09 06:30:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-09 06:40:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-09 06:50:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-09 07:00:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-09 07:10:00.0","0","0","17","0","0","0","0","0","0","0"
"1998-02-09 07:20:00.0","0","0","21","0","0","0","0","0","0","0"
"1998-02-09 07:30:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-02-09 07:40:00.0","0","0","1","0","0","0","0","0","0","0"
"1998-02-09 07:50:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-09 08:00:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-09 08:10:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-09 08:20:00.0","0","0","11","0","0","0","0","0","0","0"
"1998-02-09 08:30:00.0","0","0","7","0","0","0","0","0","0","0"
"1998-02-09 08:40:00.0","0","0","15","0","0","0","0","0","0","0"
"1998-02-09 08:50:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-02-09 09:00:00.0","0","0","3","0","0","0","0","0","0","0"
"1998-02-09 09:10:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-09 09:20:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-09 09:30:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-09 09:40:00.0","0","0","10","0","0","0","0","0","0","0"
"1998-02-09 09:50:00.0","0","0","7","0","0","0","0","0","0","0"
"1998-02-09 10:00:00.0","0","0","13","0","0","0","0","0","0","0"
"1998-02-09 10:10:00.0","0","0","14","0","0","0","0","0","0","0"
"1998-02-09 10:20:00.0","0","0","4","0","0","0","0","0","0","0"
"1998-02-09 10:30:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-09 10:40:00.0","0","0","0","0","0","0","0","0","0","0"
"1998-02-09 10:50:00.0","0","0","2","0","0","0","0","0","0","0"
"1998-02-09 11:00:00.0","0","0","15","0","0","0","0","9","295","0"
"1998-02-09 11:10:00.0","0","0","1","0","0","0","0","9","210","0"
"1998-02-09 11:20:00.0","0","0","15","0","0","0","0","9","19","0"
"1998-02-09 11:30:00.0","0","0","14","0","0","0","0","9","14","0"
"1998-02-09 11:40:00.0","0","0","2","0","0","0","0","9","16","0"
"1998-02-09 11:50:00.0","0","0","0","0","0","0","0","7","15","0"
